s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0063866E+000, 8.6460279E-002, 8.6460279E-002, 1.0000000E+000
 2.0002573E+000, 7.9219284E-002, 7.9219284E-002, 1.0000000E+000
 3.0041172E+000, 7.6538646E-002, 7.6538646E-002, 1.0000000E+000
 4.0002425E+000, 7.5565333E-002, 7.5565333E-002, 1.0000000E+000
 5.0010649E+000, 7.5206746E-002, 7.5206746E-002, 1.0000000E+000
 6.0063614E+000, 7.5075375E-002, 7.5075375E-002, 1.0000000E+000
 7.0022752E+000, 7.5027735E-002, 7.5027735E-002, 1.0000000E+000
 8.0027932E+000, 7.5010159E-002, 7.5010159E-002, 1.0000000E+000
 9.0013079E+000, 7.5003730E-002, 7.5003730E-002, 1.0000000E+000
 1.0005237E+001, 7.5001362E-002, 7.5001362E-002, 1.0000000E+000
 1.1002615E+001, 7.5000501E-002, 7.5000501E-002, 1.0000000E+000
 1.2001682E+001, 1.0851117E-001, 1.0851117E-001, 1.0000000E+000
 1.3003902E+001, 1.5066437E-001, 1.5066437E-001, 1.0000000E+000
 1.4002118E+001, 1.8737766E-001, 1.8737766E-001, 1.0000000E+000
 1.5001716E+001, 2.1119397E-001, 2.1119397E-001, 1.0000000E+000
 1.6003876E+001, 2.3607568E-001, 2.3607568E-001, 1.0000000E+000
 1.7005096E+001, 2.6073898E-001, 2.6073898E-001, 1.0000000E+000
 1.8004391E+001, 2.9804331E-001, 2.9804331E-001, 1.0000000E+000
 1.9001761E+001, 3.1508646E-001, 3.1508646E-001, 1.0000000E+000
 2.0001499E+001, 3.4832215E-001, 3.4832215E-001, 1.0000000E+000
 2.1002212E+001, 3.6521842E-001, 3.6521842E-001, 1.0000000E+000
 2.2000167E+001, 3.9841514E-001, 3.9841514E-001, 1.0000000E+000
 2.3000683E+001, 4.1525312E-001, 4.1525312E-001, 1.0000000E+000
 2.4003331E+001, 4.4692714E-001, 4.4692714E-001, 1.0000000E+000
 2.5003766E+001, 4.6470204E-001, 4.6470204E-001, 1.0000000E+000
 2.6003519E+001, 4.9981555E-001, 4.9981555E-001, 1.0000000E+000
 2.7001660E+001, 5.1574091E-001, 5.1574091E-001, 1.0000000E+000
 2.8000348E+001, 5.3886655E-001, 5.3886655E-001, 1.0000000E+000
 2.9005641E+001, 5.6181394E-001, 5.6181394E-001, 1.0000000E+000
 3.0000264E+001, 5.7901647E-001, 5.7901647E-001, 1.0000000E+000
 3.1000380E+001, 6.0468235E-001, 6.0468235E-001, 1.0000000E+000
