s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0068870E+000, 4.0626846E-002, 4.0626846E-002, 1.0000000E+000
 2.0019610E+000, 4.5263721E-002, 4.5263721E-002, 1.0000000E+000
 3.0083342E+000, 6.1166707E-002, 6.1166707E-002, 1.0000000E+000
 4.0014853E+000, 6.6591524E-002, 6.6591524E-002, 1.0000000E+000
 5.0037899E+000, 6.9068323E-002, 6.9068323E-002, 1.0000000E+000
 6.0021086E+000, 7.1909942E-002, 7.1909942E-002, 1.0000000E+000
 7.0074939E+000, 7.2970227E-002, 7.2970227E-002, 1.0000000E+000
 8.0039753E+000, 4.6971761E-002, 4.6971761E-002, 1.0000000E+000
 9.0053250E+000, 3.3033328E-002, 3.3033328E-002, 1.0000000E+000
 1.0001840E+001, 2.7955021E-002, 2.7955021E-002, 1.0000000E+000
 1.1001490E+001, 2.6084055E-002, 2.6084055E-002, 1.0000000E+000
 1.2005310E+001, 3.9206494E-002, 3.9206494E-002, 1.0000000E+000
 1.3000888E+001, 6.1822055E-002, 6.1822055E-002, 1.0000000E+000
 1.4001559E+001, 7.0172445E-002, 7.0172445E-002, 1.0000000E+000
 1.5000911E+001, 7.3229739E-002, 7.3229739E-002, 1.0000000E+000
 1.6000277E+001, 9.8799681E-002, 9.8799681E-002, 1.0000000E+000
 1.7004787E+001, 1.1543976E-001, 1.1543976E-001, 1.0000000E+000
 1.8000815E+001, 1.2148222E-001, 1.2148222E-001, 1.0000000E+000
 1.9004599E+001, 1.2371580E-001, 1.2371580E-001, 1.0000000E+000
 2.0004903E+001, 1.2452968E-001, 1.2452968E-001, 1.0000000E+000
 2.1000353E+001, 1.3559067E-001, 1.3559067E-001, 1.0000000E+000
 2.2005651E+001, 1.6063520E-001, 1.6063520E-001, 1.0000000E+000
 2.3003874E+001, 1.6972778E-001, 1.6972778E-001, 1.0000000E+000
 2.4000461E+001, 1.7306235E-001, 1.7306235E-001, 1.0000000E+000
 2.5003342E+001, 1.9806717E-001, 1.9806717E-001, 1.0000000E+000
 2.6000296E+001, 2.1509607E-001, 2.1509607E-001, 1.0000000E+000
 2.7008045E+001, 2.2139887E-001, 2.2139887E-001, 1.0000000E+000
 2.8008378E+001, 2.2368091E-001, 2.2368091E-001, 1.0000000E+000
 2.9008663E+001, 2.2451703E-001, 2.2451703E-001, 1.0000000E+000
 3.0004031E+001, 2.3622683E-001, 2.3622683E-001, 1.0000000E+000
 3.1006715E+001, 2.6082660E-001, 2.6082660E-001, 1.0000000E+000
