s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0117309E+000, 9.4709935E-002, 9.4709935E-002, 1.0000000E+000
 2.0075492E+000, 7.4202063E-002, 7.4202063E-002, 1.0000000E+000
 3.0045214E+000, 7.4707903E-002, 7.4707903E-002, 1.0000000E+000
 4.0006992E+000, 5.0409286E-002, 5.0409286E-002, 1.0000000E+000
 5.0027499E+000, 6.5201289E-002, 6.5201289E-002, 1.0000000E+000
 6.0058869E+000, 1.0314190E-001, 1.0314190E-001, 1.0000000E+000
 7.0020380E+000, 1.3992608E-001, 1.3992608E-001, 1.0000000E+000
 8.0034300E+000, 1.6396274E-001, 1.6396274E-001, 1.0000000E+000
 9.0038799E+000, 1.9333935E-001, 1.9333935E-001, 1.0000000E+000
 1.0003086E+001, 2.2245557E-001, 2.2245557E-001, 1.0000000E+000
 1.1002968E+001, 2.6563226E-001, 2.6563226E-001, 1.0000000E+000
 1.2002296E+001, 3.2606930E-001, 3.2606930E-001, 1.0000000E+000
 1.3005474E+001, 3.9241560E-001, 3.9241560E-001, 1.0000000E+000
 1.4003511E+001, 4.6586165E-001, 4.6586165E-001, 1.0000000E+000
 1.5000722E+001, 5.3414929E-001, 5.3414929E-001, 1.0000000E+000
 1.6003304E+001, 6.0735088E-001, 6.0735088E-001, 1.0000000E+000
 1.7002860E+001, 6.7507407E-001, 6.7507407E-001, 1.0000000E+000
 1.8002767E+001, 8.0475307E-001, 8.0475307E-001, 1.0000000E+000
 1.9004911E+001, 8.8601644E-001, 8.8601644E-001, 1.0000000E+000
 2.0004501E+001, 1.0553109E+000, 1.0553109E+000, 1.0000000E+000
 2.1004038E+001, 1.2181265E+000, 1.2181265E+000, 1.0000000E+000
 2.2004077E+001, 1.2843509E+000, 1.2843509E+000, 1.0000000E+000
 2.3003277E+001, 1.4407505E+000, 1.4407505E+000, 1.0000000E+000
 2.4001412E+001, 1.5710762E+000, 1.5710762E+000, 1.0000000E+000
 2.5000968E+001, 1.7600019E+000, 1.7600019E+000, 1.0000000E+000
 2.6002306E+001, 1.8932040E+000, 1.8932040E+000, 1.0000000E+000
 2.7001355E+001, 1.9552897E+000, 1.9552897E+000, 1.0000000E+000
 2.8002781E+001, 2.0366203E+000, 2.0366203E+000, 1.0000000E+000
 2.9001220E+001, 2.1454828E+000, 2.1454828E+000, 1.0000000E+000
 3.0003944E+001, 2.1974673E+000, 2.1974673E+000, 1.0000000E+000
 3.1000058E+001, 2.2866376E+000, 2.2866376E+000, 1.0000000E+000
