s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0020034E+000, 8.8981139E-002, 8.8981139E-002, 1.0000000E+000
 2.0158580E+000, 4.9646582E-002, 4.9646582E-002, 1.0000000E+000
 3.0177628E+000, 3.3955803E-002, 3.3955803E-002, 1.0000000E+000
 4.0026949E+000, 2.8314870E-002, 2.8314870E-002, 1.0000000E+000
 5.0060460E+000, 3.4325618E-002, 3.4325618E-002, 1.0000000E+000
 6.0083061E+000, 2.8405346E-002, 2.8405346E-002, 1.0000000E+000
 7.0044411E+000, 2.6252773E-002, 2.6252773E-002, 1.0000000E+000
 8.0006928E+000, 2.5461016E-002, 2.5461016E-002, 1.0000000E+000
 9.0061705E+000, 4.4455733E-002, 4.4455733E-002, 1.0000000E+000
 1.0000122E+001, 6.3731434E-002, 6.3731434E-002, 1.0000000E+000
 1.1004973E+001, 7.0886797E-002, 7.0886797E-002, 1.0000000E+000
 1.2000562E+001, 9.4141014E-002, 9.4141014E-002, 1.0000000E+000
 1.3001325E+001, 1.1369537E-001, 1.1369537E-001, 1.0000000E+000
 1.4000614E+001, 1.2085334E-001, 1.2085334E-001, 1.0000000E+000
 1.5003243E+001, 1.2348381E-001, 1.2348381E-001, 1.0000000E+000
 1.6000721E+001, 1.3118891E-001, 1.3118891E-001, 1.0000000E+000
 1.7001601E+001, 1.3585231E-001, 1.3585231E-001, 1.0000000E+000
 1.8004561E+001, 1.4577675E-001, 1.4577675E-001, 1.0000000E+000
 1.9003487E+001, 1.6553050E-001, 1.6553050E-001, 1.0000000E+000
 2.0004593E+001, 1.8256562E-001, 1.8256562E-001, 1.0000000E+000
 2.1000992E+001, 1.8721074E-001, 1.8721074E-001, 1.0000000E+000
 2.2002388E+001, 2.1209430E-001, 2.1209430E-001, 1.0000000E+000
 2.3000822E+001, 2.2611580E-001, 2.2611580E-001, 1.0000000E+000
 2.4005137E+001, 2.5714206E-001, 2.5714206E-001, 1.0000000E+000
 2.5005490E+001, 2.9203424E-001, 2.9203424E-001, 1.0000000E+000
 2.6005073E+001, 3.1728957E-001, 3.1728957E-001, 1.0000000E+000
 2.7001778E+001, 3.5375770E-001, 3.5375770E-001, 1.0000000E+000
 2.8003150E+001, 3.7993070E-001, 3.7993070E-001, 1.0000000E+000
 2.9000525E+001, 4.0841599E-001, 4.0841599E-001, 1.0000000E+000
 3.0003259E+001, 4.4034190E-001, 4.4034190E-001, 1.0000000E+000
 3.1003039E+001, 4.6227927E-001, 4.6227927E-001, 1.0000000E+000
