s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0110431E+000, 6.4168882E-002, 6.4168882E-002, 1.0000000E+000
 2.0005047E+000, 3.9439860E-002, 3.9439860E-002, 1.0000000E+000
 3.0016745E+000, 3.0264743E-002, 3.0264743E-002, 1.0000000E+000
 4.0028442E+000, 2.9261593E-002, 2.9261593E-002, 1.0000000E+000
 5.0014746E+000, 2.6561941E-002, 2.6561941E-002, 1.0000000E+000
 6.0028968E+000, 2.8429063E-002, 2.8429063E-002, 1.0000000E+000
 7.0050977E+000, 5.7957909E-002, 5.7957909E-002, 1.0000000E+000
 8.0010176E+000, 8.6735149E-002, 8.6735149E-002, 1.0000000E+000
 9.0007277E+000, 1.1096345E-001, 1.1096345E-001, 1.0000000E+000
 1.0005081E+001, 1.1987629E-001, 1.1987629E-001, 1.0000000E+000
 1.1005026E+001, 1.3745355E-001, 1.3745355E-001, 1.0000000E+000
 1.2001826E+001, 1.7232873E-001, 1.7232873E-001, 1.0000000E+000
 1.3005542E+001, 2.0575583E-001, 2.0575583E-001, 1.0000000E+000
 1.4000148E+001, 2.4815396E-001, 2.4815396E-001, 1.0000000E+000
 1.5004027E+001, 2.8727630E-001, 2.8727630E-001, 1.0000000E+000
 1.6002053E+001, 3.1804856E-001, 3.1804856E-001, 1.0000000E+000
 1.7004919E+001, 3.5416597E-001, 3.5416597E-001, 1.0000000E+000
 1.8004751E+001, 3.9189567E-001, 3.9189567E-001, 1.0000000E+000
 1.9000542E+001, 4.2170513E-001, 4.2170513E-001, 1.0000000E+000
 2.0000237E+001, 4.5544306E-001, 4.5544306E-001, 1.0000000E+000
 2.1004940E+001, 4.9351788E-001, 4.9351788E-001, 1.0000000E+000
 2.2000736E+001, 5.1874739E-001, 5.1874739E-001, 1.0000000E+000
 2.3004558E+001, 5.5444189E-001, 5.5444189E-001, 1.0000000E+000
 2.4001945E+001, 5.8747088E-001, 5.8747088E-001, 1.0000000E+000
 2.5000358E+001, 6.1120546E-001, 6.1120546E-001, 1.0000000E+000
 2.6001462E+001, 6.5006405E-001, 6.5006405E-001, 1.0000000E+000
 2.7002503E+001, 6.8177753E-001, 6.8177753E-001, 1.0000000E+000
 2.8001461E+001, 7.0912313E-001, 7.0912313E-001, 1.0000000E+000
 2.9002872E+001, 7.4588133E-001, 7.4588133E-001, 1.0000000E+000
 3.0000123E+001, 7.8583605E-001, 7.8583605E-001, 1.0000000E+000
 3.1001458E+001, 8.1396577E-001, 8.1396577E-001, 1.0000000E+000
