s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0071733E+000, 1.5944573E-001, 1.5944573E-001, 1.0000000E+000
 2.0040570E+000, 7.4324986E-002, 7.4324986E-002, 1.0000000E+000
 3.0083656E+000, 4.2988021E-002, 4.2988021E-002, 1.0000000E+000
 4.0073610E+000, 3.1593711E-002, 3.1593711E-002, 1.0000000E+000
 5.0018536E+000, 4.0805301E-002, 4.0805301E-002, 1.0000000E+000
 6.0035086E+000, 4.9791343E-002, 4.9791343E-002, 1.0000000E+000
 7.0045340E+000, 3.4084967E-002, 3.4084967E-002, 1.0000000E+000
 8.0045446E+000, 2.8334366E-002, 2.8334366E-002, 1.0000000E+000
 9.0039089E+000, 2.6224505E-002, 2.6224505E-002, 1.0000000E+000
 1.0001876E+001, 2.5450263E-002, 2.5450263E-002, 1.0000000E+000
 1.1004576E+001, 5.4738421E-002, 5.4738421E-002, 1.0000000E+000
 1.2005552E+001, 7.1617921E-002, 7.1617921E-002, 1.0000000E+000
 1.3005148E+001, 1.0540872E-001, 1.0540872E-001, 1.0000000E+000
 1.4003179E+001, 1.1780050E-001, 1.1780050E-001, 1.0000000E+000
 1.5005624E+001, 1.5185333E-001, 1.5185333E-001, 1.0000000E+000
 1.6000258E+001, 1.6646301E-001, 1.6646301E-001, 1.0000000E+000
 1.7003614E+001, 1.7187973E-001, 1.7187973E-001, 1.0000000E+000
 1.8001550E+001, 1.9921561E-001, 1.9921561E-001, 1.0000000E+000
 1.9000496E+001, 2.1553142E-001, 2.1553142E-001, 1.0000000E+000
 2.0000271E+001, 2.2152583E-001, 2.2152583E-001, 1.0000000E+000
 2.1003510E+001, 2.5415781E-001, 2.5415781E-001, 1.0000000E+000
 2.2004898E+001, 2.6736656E-001, 2.6736656E-001, 1.0000000E+000
 2.3001102E+001, 2.8638963E-001, 2.8638963E-001, 1.0000000E+000
 2.4002381E+001, 3.1085525E-001, 3.1085525E-001, 1.0000000E+000
 2.5005277E+001, 3.1982731E-001, 3.1982731E-001, 1.0000000E+000
 2.6002966E+001, 3.4626509E-001, 3.4626509E-001, 1.0000000E+000
 2.7005210E+001, 3.6448439E-001, 3.6448439E-001, 1.0000000E+000
 2.8005965E+001, 3.7114613E-001, 3.7114613E-001, 1.0000000E+000
 2.9004908E+001, 4.0346124E-001, 4.0346124E-001, 1.0000000E+000
 3.0004858E+001, 4.1709923E-001, 4.1709923E-001, 1.0000000E+000
 3.1004024E+001, 4.2777267E-001, 4.2777267E-001, 1.0000000E+000
