s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0025970E+000, 6.7405846E-002, 6.7405846E-002, 1.0000000E+000
 2.0049613E+000, 7.0663568E-002, 7.0663568E-002, 1.0000000E+000
 3.0041134E+000, 6.2768810E-002, 6.2768810E-002, 1.0000000E+000
 4.0050676E+000, 7.0231513E-002, 7.0231513E-002, 1.0000000E+000
 5.0033146E+000, 6.5733988E-002, 6.5733988E-002, 1.0000000E+000
 6.0037233E+000, 4.5190938E-002, 4.5190938E-002, 1.0000000E+000
 7.0001940E+000, 6.4028683E-002, 6.4028683E-002, 1.0000000E+000
 8.0028186E+000, 1.0183214E-001, 1.0183214E-001, 1.0000000E+000
 9.0014047E+000, 1.1648944E-001, 1.1648944E-001, 1.0000000E+000
 1.0001732E+001, 1.5154987E-001, 1.5154987E-001, 1.0000000E+000
 1.1005932E+001, 1.7001109E-001, 1.7001109E-001, 1.0000000E+000
 1.2004268E+001, 2.0617640E-001, 2.0617640E-001, 1.0000000E+000
 1.3001641E+001, 2.4969352E-001, 2.4969352E-001, 1.0000000E+000
 1.4004468E+001, 2.9366599E-001, 2.9366599E-001, 1.0000000E+000
 1.5001688E+001, 3.3281735E-001, 3.3281735E-001, 1.0000000E+000
 1.6002939E+001, 3.6357914E-001, 3.6357914E-001, 1.0000000E+000
 1.7002852E+001, 4.0246448E-001, 4.0246448E-001, 1.0000000E+000
 1.8005949E+001, 4.4096244E-001, 4.4096244E-001, 1.0000000E+000
 1.9000658E+001, 4.6265278E-001, 4.6265278E-001, 1.0000000E+000
 2.0001154E+001, 5.0088430E-001, 5.0088430E-001, 1.0000000E+000
 2.1001469E+001, 5.3069831E-001, 5.3069831E-001, 1.0000000E+000
 2.2002736E+001, 5.6075193E-001, 5.6075193E-001, 1.0000000E+000
 2.3003200E+001, 5.9751446E-001, 5.9751446E-001, 1.0000000E+000
 2.4000839E+001, 6.3203253E-001, 6.3203253E-001, 1.0000000E+000
 2.5001996E+001, 6.5925606E-001, 6.5925606E-001, 1.0000000E+000
 2.6001482E+001, 6.9564052E-001, 6.9564052E-001, 1.0000000E+000
 2.7001182E+001, 7.1653278E-001, 7.1653278E-001, 1.0000000E+000
 2.8001599E+001, 7.4858845E-001, 7.4858845E-001, 1.0000000E+000
 2.9001424E+001, 7.7566175E-001, 7.7566175E-001, 1.0000000E+000
 3.0002525E+001, 8.5368682E-001, 8.5368682E-001, 1.0000000E+000
 3.1002651E+001, 8.5762782E-001, 8.5762782E-001, 1.0000000E+000
