s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0094657E+000, 5.5784680E-002, 5.5784680E-002, 1.0000000E+000
 2.0171020E+000, 3.6131699E-002, 3.6131699E-002, 1.0000000E+000
 3.0084599E+000, 2.9091133E-002, 2.9091133E-002, 1.0000000E+000
 4.0161803E+000, 2.6478477E-002, 2.6478477E-002, 1.0000000E+000
 5.0079763E+000, 2.5543670E-002, 2.5543670E-002, 1.0000000E+000
 6.0015494E+000, 2.5199776E-002, 2.5199776E-002, 1.0000000E+000
 7.0013732E+000, 2.5073029E-002, 2.5073029E-002, 1.0000000E+000
 8.0061644E+000, 2.5026609E-002, 2.5026609E-002, 1.0000000E+000
 9.0026679E+000, 2.5009786E-002, 2.5009786E-002, 1.0000000E+000
 1.0005677E+001, 2.5003578E-002, 2.5003578E-002, 1.0000000E+000
 1.1005820E+001, 2.5001312E-002, 2.5001312E-002, 1.0000000E+000
 1.2003787E+001, 2.5000482E-002, 2.5000482E-002, 1.0000000E+000
 1.3001111E+001, 2.5000177E-002, 2.5000177E-002, 1.0000000E+000
 1.4001151E+001, 5.4725648E-002, 5.4725648E-002, 1.0000000E+000
 1.5002682E+001, 6.7575443E-002, 6.7575443E-002, 1.0000000E+000
 1.6006551E+001, 7.2289194E-002, 7.2289194E-002, 1.0000000E+000
 1.7005413E+001, 7.4005497E-002, 7.4005497E-002, 1.0000000E+000
 1.8004598E+001, 7.4635068E-002, 7.4635068E-002, 1.0000000E+000
 1.9004416E+001, 7.4866116E-002, 7.4866116E-002, 1.0000000E+000
 2.0004972E+001, 7.4950925E-002, 7.4950925E-002, 1.0000000E+000
 2.1005976E+001, 8.1919360E-002, 8.1919360E-002, 1.0000000E+000
 2.2001306E+001, 1.0913501E-001, 1.0913501E-001, 1.0000000E+000
 2.3001088E+001, 1.1918155E-001, 1.1918155E-001, 1.0000000E+000
 2.4003816E+001, 1.2287161E-001, 1.2287161E-001, 1.0000000E+000
 2.5001200E+001, 1.4576504E-001, 1.4576504E-001, 1.0000000E+000
 2.6003019E+001, 1.6430007E-001, 1.6430007E-001, 1.0000000E+000
 2.7004636E+001, 1.7108130E-001, 1.7108130E-001, 1.0000000E+000
 2.8002959E+001, 1.7356010E-001, 1.7356010E-001, 1.0000000E+000
 2.9000017E+001, 1.9703883E-001, 1.9703883E-001, 1.0000000E+000
 3.0002185E+001, 2.1476663E-001, 2.1476663E-001, 1.0000000E+000
 3.1001234E+001, 2.2124235E-001, 2.2124235E-001, 1.0000000E+000
