s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0023496E+000, 1.1644733E-001, 1.1644733E-001, 1.0000000E+000
 2.0135931E+000, 6.6138354E-002, 6.6138354E-002, 1.0000000E+000
 3.0103460E+000, 4.4813762E-002, 4.4813762E-002, 1.0000000E+000
 4.0023447E+000, 3.5382438E-002, 3.5382438E-002, 1.0000000E+000
 5.0037470E+000, 6.3249139E-002, 6.3249139E-002, 1.0000000E+000
 6.0040943E+000, 1.2097575E-001, 1.2097575E-001, 1.0000000E+000
 7.0017003E+000, 1.8480540E-001, 1.8480540E-001, 1.0000000E+000
 8.0039705E+000, 2.6552532E-001, 2.6552532E-001, 1.0000000E+000
 9.0032080E+000, 3.2303669E-001, 3.2303669E-001, 1.0000000E+000
 1.0001311E+001, 4.3993767E-001, 4.3993767E-001, 1.0000000E+000
 1.1002793E+001, 5.3757856E-001, 5.3757856E-001, 1.0000000E+000
 1.2003368E+001, 6.3540363E-001, 6.3540363E-001, 1.0000000E+000
 1.3000138E+001, 7.4842684E-001, 7.4842684E-001, 1.0000000E+000
 1.4000510E+001, 8.6791895E-001, 8.6791895E-001, 1.0000000E+000
 1.5002190E+001, 9.9501293E-001, 9.9501293E-001, 1.0000000E+000
 1.6001574E+001, 1.1352790E+000, 1.1352790E+000, 1.0000000E+000
 1.7001586E+001, 1.2768044E+000, 1.2768044E+000, 1.0000000E+000
 1.8001114E+001, 1.4212564E+000, 1.4212564E+000, 1.0000000E+000
 1.9005406E+001, 1.5691379E+000, 1.5691379E+000, 1.0000000E+000
 2.0000839E+001, 1.7157004E+000, 1.7157004E+000, 1.0000000E+000
 2.1001294E+001, 1.8651664E+000, 1.8651664E+000, 1.0000000E+000
 2.2003294E+001, 2.0165642E+000, 2.0165642E+000, 1.0000000E+000
 2.3001334E+001, 2.1667796E+000, 2.1667796E+000, 1.0000000E+000
 2.4003697E+001, 2.3184928E+000, 2.3184928E+000, 1.0000000E+000
 2.5000914E+001, 2.4679718E+000, 2.4679718E+000, 1.0000000E+000
 2.6003344E+001, 2.6177127E+000, 2.6177127E+000, 1.0000000E+000
 2.7003560E+001, 2.7672648E+000, 2.7672648E+000, 1.0000000E+000
 2.8004390E+001, 2.9169394E+000, 2.9169394E+000, 1.0000000E+000
 2.9002904E+001, 3.0635068E+000, 3.0635068E+000, 1.0000000E+000
 3.0003546E+001, 3.2083770E+000, 3.2083770E+000, 1.0000000E+000
 3.1000898E+001, 3.3514504E+000, 3.3514504E+000, 1.0000000E+000
