s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0117314E+000, 9.2473206E-002, 9.2473206E-002, 1.0000000E+000
 2.0076201E+000, 7.6975485E-002, 7.6975485E-002, 1.0000000E+000
 3.0047480E+000, 7.5115036E-002, 7.5115036E-002, 1.0000000E+000
 4.0097389E+000, 5.2312985E-002, 5.2312985E-002, 1.0000000E+000
 5.0037590E+000, 5.8381853E-002, 5.8381853E-002, 1.0000000E+000
 6.0060516E+000, 9.8361187E-002, 9.8361187E-002, 1.0000000E+000
 7.0029104E+000, 1.2887036E-001, 1.2887036E-001, 1.0000000E+000
 8.0064400E+000, 1.5952030E-001, 1.5952030E-001, 1.0000000E+000
 9.0039151E+000, 1.8682058E-001, 1.8682058E-001, 1.0000000E+000
 1.0002091E+001, 2.1989059E-001, 2.1989059E-001, 1.0000000E+000
 1.1003641E+001, 2.5428246E-001, 2.5428246E-001, 1.0000000E+000
 1.2005492E+001, 3.1301110E-001, 3.1301110E-001, 1.0000000E+000
 1.3005046E+001, 3.7781786E-001, 3.7781786E-001, 1.0000000E+000
 1.4004781E+001, 4.4855312E-001, 4.4855312E-001, 1.0000000E+000
 1.5000492E+001, 5.1561185E-001, 5.1561185E-001, 1.0000000E+000
 1.6000694E+001, 5.7859582E-001, 5.7859582E-001, 1.0000000E+000
 1.7003292E+001, 6.5079343E-001, 6.5079343E-001, 1.0000000E+000
 1.8001467E+001, 7.1719362E-001, 7.1719362E-001, 1.0000000E+000
 1.9002129E+001, 7.8794652E-001, 7.8794652E-001, 1.0000000E+000
 2.0002218E+001, 8.5812732E-001, 8.5812732E-001, 1.0000000E+000
 2.1002748E+001, 9.2295891E-001, 9.2295891E-001, 1.0000000E+000
 2.2002695E+001, 9.9662291E-001, 9.9662291E-001, 1.0000000E+000
 2.3005880E+001, 1.1246257E+000, 1.1246257E+000, 1.0000000E+000
 2.4004582E+001, 1.3359148E+000, 1.3359148E+000, 1.0000000E+000
 2.5000613E+001, 1.3696767E+000, 1.3696767E+000, 1.0000000E+000
 2.6003035E+001, 1.4651309E+000, 1.4651309E+000, 1.0000000E+000
 2.7000526E+001, 1.5026051E+000, 1.5026051E+000, 1.0000000E+000
 2.8002482E+001, 1.6564093E+000, 1.6564093E+000, 1.0000000E+000
 2.9001774E+001, 1.7380772E+000, 1.7380772E+000, 1.0000000E+000
 3.0003409E+001, 1.8887743E+000, 1.8887743E+000, 1.0000000E+000
 3.1002475E+001, 1.9942706E+000, 1.9942706E+000, 1.0000000E+000
