s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0118322E+000, 7.8170128E-002, 7.8170128E-002, 1.0000000E+000
 2.0076051E+000, 5.2309125E-002, 5.2309125E-002, 1.0000000E+000
 3.0043168E+000, 5.7037714E-002, 5.7037714E-002, 1.0000000E+000
 4.0105553E+000, 5.6506900E-002, 5.6506900E-002, 1.0000000E+000
 5.0038911E+000, 5.4287467E-002, 5.4287467E-002, 1.0000000E+000
 6.0022769E+000, 3.5743684E-002, 3.5743684E-002, 1.0000000E+000
 7.0048231E+000, 2.8926886E-002, 2.8926886E-002, 1.0000000E+000
 8.0008806E+000, 4.8987731E-002, 4.8987731E-002, 1.0000000E+000
 9.0041699E+000, 6.5486267E-002, 6.5486267E-002, 1.0000000E+000
 1.0005305E+001, 7.5973856E-002, 7.5973856E-002, 1.0000000E+000
 1.1005786E+001, 1.0703033E-001, 1.0703033E-001, 1.0000000E+000
 1.2000320E+001, 1.1837357E-001, 1.1837357E-001, 1.0000000E+000
 1.3002246E+001, 1.2257464E-001, 1.2257464E-001, 1.0000000E+000
 1.4003406E+001, 1.2411173E-001, 1.2411173E-001, 1.0000000E+000
 1.5000175E+001, 1.4378199E-001, 1.4378199E-001, 1.0000000E+000
 1.6000867E+001, 1.6355901E-001, 1.6355901E-001, 1.0000000E+000
 1.7001544E+001, 1.7080805E-001, 1.7080805E-001, 1.0000000E+000
 1.8003223E+001, 1.7346512E-001, 1.7346512E-001, 1.0000000E+000
 1.9000103E+001, 1.7047185E-001, 1.7047185E-001, 1.0000000E+000
 2.0005747E+001, 1.7334860E-001, 1.7334860E-001, 1.0000000E+000
 2.1002524E+001, 1.8871706E-001, 1.8871706E-001, 1.0000000E+000
 2.2005227E+001, 2.1172665E-001, 2.1172665E-001, 1.0000000E+000
 2.3000837E+001, 2.5023720E-001, 2.5023720E-001, 1.0000000E+000
 2.4001472E+001, 2.8890417E-001, 2.8890417E-001, 1.0000000E+000
 2.5001103E+001, 3.1175092E-001, 3.1175092E-001, 1.0000000E+000
 2.6003838E+001, 3.5096597E-001, 3.5096597E-001, 1.0000000E+000
 2.7002458E+001, 3.7691373E-001, 3.7691373E-001, 1.0000000E+000
 2.8000882E+001, 4.0732907E-001, 4.0732907E-001, 1.0000000E+000
 2.9004778E+001, 4.4265676E-001, 4.4265676E-001, 1.0000000E+000
 3.0004683E+001, 4.7014371E-001, 4.7014371E-001, 1.0000000E+000
 3.1004307E+001, 5.0437274E-001, 5.0437274E-001, 1.0000000E+000
