s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0074409E+000, 3.8357200E-002, 3.8357200E-002, 1.0000000E+000
 2.0039153E+000, 6.1343621E-002, 6.1343621E-002, 1.0000000E+000
 3.0090992E+000, 7.0023975E-002, 7.0023975E-002, 1.0000000E+000
 4.0087136E+000, 7.3176796E-002, 7.3176796E-002, 1.0000000E+000
 5.0070966E+000, 7.4331184E-002, 7.4331184E-002, 1.0000000E+000
 6.0006762E+000, 7.4753432E-002, 7.4753432E-002, 1.0000000E+000
 7.0023234E+000, 7.4909829E-002, 7.4909829E-002, 1.0000000E+000
 8.0023124E+000, 7.4966967E-002, 7.4966967E-002, 1.0000000E+000
 9.0033085E+000, 7.4987905E-002, 7.4987905E-002, 1.0000000E+000
 1.0003012E+001, 7.4995566E-002, 7.4995566E-002, 1.0000000E+000
 1.1001389E+001, 7.4998373E-002, 7.4998373E-002, 1.0000000E+000
 1.2003765E+001, 7.4999405E-002, 7.4999405E-002, 1.0000000E+000
 1.3004229E+001, 7.4999782E-002, 7.4999782E-002, 1.0000000E+000
 1.4001089E+001, 5.0613018E-002, 5.0613018E-002, 1.0000000E+000
 1.5004345E+001, 4.2316860E-002, 4.2316860E-002, 1.0000000E+000
 1.6004785E+001, 8.4396312E-002, 8.4396312E-002, 1.0000000E+000
 1.7003379E+001, 1.1009205E-001, 1.1009205E-001, 1.0000000E+000
 1.8006483E+001, 1.1955188E-001, 1.1955188E-001, 1.0000000E+000
 1.9005144E+001, 1.2300000E-001, 1.2300000E-001, 1.0000000E+000
 2.0003477E+001, 1.3834820E-001, 1.3834820E-001, 1.0000000E+000
 2.1003147E+001, 1.6155051E-001, 1.6155051E-001, 1.0000000E+000
 2.2003864E+001, 1.7007293E-001, 1.7007293E-001, 1.0000000E+000
 2.3004368E+001, 1.7319415E-001, 1.7319415E-001, 1.0000000E+000
 2.4005526E+001, 1.9817702E-001, 1.9817702E-001, 1.0000000E+000
 2.5001919E+001, 2.1513133E-001, 2.1513133E-001, 1.0000000E+000
 2.6006016E+001, 2.2139738E-001, 2.2139738E-001, 1.0000000E+000
 2.7004509E+001, 2.2367735E-001, 2.2367735E-001, 1.0000000E+000
 2.8006331E+001, 2.2451601E-001, 2.2451601E-001, 1.0000000E+000
 2.9001914E+001, 2.4777982E-001, 2.4777982E-001, 1.0000000E+000
 3.0002297E+001, 2.6502530E-001, 2.6502530E-001, 1.0000000E+000
 3.1002264E+001, 2.7134297E-001, 2.7134297E-001, 1.0000000E+000
