s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0061259E+000, 5.9572142E-002, 5.9572142E-002, 1.0000000E+000
 2.0072794E+000, 4.0096838E-002, 4.0096838E-002, 1.0000000E+000
 3.0115682E+000, 3.3208284E-002, 3.3208284E-002, 1.0000000E+000
 4.0130532E+000, 3.3291352E-002, 3.3291352E-002, 1.0000000E+000
 5.0062048E+000, 2.8049971E-002, 2.8049971E-002, 1.0000000E+000
 6.0054462E+000, 2.6116487E-002, 2.6116487E-002, 1.0000000E+000
 7.0044514E+000, 2.5409527E-002, 2.5409527E-002, 1.0000000E+000
 8.0062657E+000, 2.5149841E-002, 2.5149841E-002, 1.0000000E+000
 9.0037596E+000, 4.9553291E-002, 4.9553291E-002, 1.0000000E+000
 1.0001183E+001, 6.5649120E-002, 6.5649120E-002, 1.0000000E+000
 1.1002232E+001, 7.1576760E-002, 7.1576760E-002, 1.0000000E+000
 1.2003332E+001, 7.3746641E-002, 7.3746641E-002, 1.0000000E+000
 1.3001410E+001, 8.6240714E-002, 8.6240714E-002, 1.0000000E+000
 1.4003423E+001, 1.1081870E-001, 1.1081870E-001, 1.0000000E+000
 1.5000558E+001, 1.1978854E-001, 1.1978854E-001, 1.0000000E+000
 1.6005560E+001, 1.2309940E-001, 1.2309940E-001, 1.0000000E+000
 1.7001262E+001, 1.2429997E-001, 1.2429997E-001, 1.0000000E+000
 1.8001967E+001, 1.2474354E-001, 1.2474354E-001, 1.0000000E+000
 1.9005293E+001, 1.2574465E-001, 1.2574465E-001, 1.0000000E+000
 2.0001083E+001, 1.3458786E-001, 1.3458786E-001, 1.0000000E+000
 2.1003214E+001, 1.6020466E-001, 1.6020466E-001, 1.0000000E+000
 2.2003019E+001, 1.6957020E-001, 1.6957020E-001, 1.0000000E+000
 2.3000425E+001, 1.9789616E-001, 1.9789616E-001, 1.0000000E+000
 2.4001755E+001, 2.1507123E-001, 2.1507123E-001, 1.0000000E+000
 2.5004970E+001, 2.3005278E-001, 2.3005278E-001, 1.0000000E+000
 2.6002465E+001, 2.5846942E-001, 2.5846942E-001, 1.0000000E+000
 2.7005503E+001, 2.6895378E-001, 2.6895378E-001, 1.0000000E+000
 2.8000645E+001, 3.8304834E-001, 3.8304834E-001, 1.0000000E+000
 2.9004773E+001, 3.6568678E-001, 3.6568678E-001, 1.0000000E+000
 3.0000348E+001, 3.8224997E-001, 3.8224997E-001, 1.0000000E+000
 3.1000042E+001, 4.3250684E-001, 4.3250684E-001, 1.0000000E+000
