s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0070948E+000, 1.5945652E-001, 1.5945652E-001, 1.0000000E+000
 2.0012415E+000, 7.4465553E-002, 7.4465553E-002, 1.0000000E+000
 3.0037358E+000, 4.3070120E-002, 4.3070120E-002, 1.0000000E+000
 4.0039445E+000, 3.1615491E-002, 3.1615491E-002, 1.0000000E+000
 5.0069920E+000, 4.3997039E-002, 4.3997039E-002, 1.0000000E+000
 6.0005032E+000, 5.0806033E-002, 5.0806033E-002, 1.0000000E+000
 7.0041674E+000, 3.4433875E-002, 3.4433875E-002, 1.0000000E+000
 8.0042769E+000, 2.8461882E-002, 2.8461882E-002, 1.0000000E+000
 9.0001349E+000, 2.6275971E-002, 2.6275971E-002, 1.0000000E+000
 1.0003135E+001, 2.5466828E-002, 2.5466828E-002, 1.0000000E+000
 1.1003945E+001, 5.3293139E-002, 5.3293139E-002, 1.0000000E+000
 1.2001285E+001, 7.4154585E-002, 7.4154585E-002, 1.0000000E+000
 1.3000601E+001, 1.0633118E-001, 1.0633118E-001, 1.0000000E+000
 1.4002370E+001, 1.2763218E-001, 1.2763218E-001, 1.0000000E+000
 1.5004316E+001, 1.5765682E-001, 1.5765682E-001, 1.0000000E+000
 1.6003856E+001, 1.6863444E-001, 1.6863444E-001, 1.0000000E+000
 1.7000584E+001, 1.8976110E-001, 1.8976110E-001, 1.0000000E+000
 1.8000239E+001, 2.1206650E-001, 2.1206650E-001, 1.0000000E+000
 1.9003216E+001, 2.2026965E-001, 2.2026965E-001, 1.0000000E+000
 2.0004026E+001, 2.4802296E-001, 2.4802296E-001, 1.0000000E+000
 2.1006078E+001, 2.6512381E-001, 2.6512381E-001, 1.0000000E+000
 2.2003817E+001, 2.7807193E-001, 2.7807193E-001, 1.0000000E+000
 2.3003940E+001, 3.0778318E-001, 3.0778318E-001, 1.0000000E+000
 2.4006486E+001, 3.1870111E-001, 3.1870111E-001, 1.0000000E+000
 2.5005484E+001, 3.4504459E-001, 3.4504459E-001, 1.0000000E+000
 2.6004906E+001, 3.6400478E-001, 3.6400478E-001, 1.0000000E+000
 2.7000979E+001, 3.7095104E-001, 3.7095104E-001, 1.0000000E+000
 2.8000768E+001, 4.0747888E-001, 4.0747888E-001, 1.0000000E+000
 2.9000164E+001, 4.1856984E-001, 4.1856984E-001, 1.0000000E+000
 3.0001914E+001, 4.2731384E-001, 4.2731384E-001, 1.0000000E+000
 3.1004504E+001, 4.5755616E-001, 4.5755616E-001, 1.0000000E+000
