s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0029537E+000, 1.5994264E-001, 1.5994264E-001, 1.0000000E+000
 2.0049902E+000, 7.4288648E-002, 7.4288648E-002, 1.0000000E+000
 3.0052736E+000, 4.3046847E-002, 4.3046847E-002, 1.0000000E+000
 4.0030003E+000, 3.1623889E-002, 3.1623889E-002, 1.0000000E+000
 5.0068732E+000, 2.7416766E-002, 2.7416766E-002, 1.0000000E+000
 6.0009606E+000, 2.5890608E-002, 2.5890608E-002, 1.0000000E+000
 7.0033463E+000, 2.5325532E-002, 2.5325532E-002, 1.0000000E+000
 8.0048941E+000, 2.5119137E-002, 2.5119137E-002, 1.0000000E+000
 9.0010883E+000, 2.5043850E-002, 2.5043850E-002, 1.0000000E+000
 1.0001388E+001, 2.5016076E-002, 2.5016076E-002, 1.0000000E+000
 1.1002996E+001, 3.6087705E-002, 3.6087705E-002, 1.0000000E+000
 1.2004134E+001, 4.8683971E-002, 4.8683971E-002, 1.0000000E+000
 1.3000091E+001, 6.5306708E-002, 6.5306708E-002, 1.0000000E+000
 1.4005156E+001, 7.1462699E-002, 7.1462699E-002, 1.0000000E+000
 1.5003398E+001, 7.3700070E-002, 7.3700070E-002, 1.0000000E+000
 1.6003620E+001, 7.4523027E-002, 7.4523027E-002, 1.0000000E+000
 1.7001657E+001, 7.4824612E-002, 7.4824612E-002, 1.0000000E+000
 1.8000114E+001, 7.4935534E-002, 7.4935534E-002, 1.0000000E+000
 1.9002491E+001, 5.9892436E-002, 5.9892436E-002, 1.0000000E+000
 2.0002818E+001, 4.7957629E-002, 4.7957629E-002, 1.0000000E+000
 2.1000587E+001, 4.7147976E-002, 4.7147976E-002, 1.0000000E+000
 2.2001731E+001, 3.9520102E-002, 3.9520102E-002, 1.0000000E+000
 2.3002585E+001, 4.1139021E-002, 4.1139021E-002, 1.0000000E+000
 2.4003390E+001, 6.0175480E-002, 6.0175480E-002, 1.0000000E+000
 2.5003611E+001, 6.2971239E-002, 6.2971239E-002, 1.0000000E+000
 2.6004280E+001, 5.1030865E-002, 5.1030865E-002, 1.0000000E+000
 2.7002178E+001, 4.3654103E-002, 4.3654103E-002, 1.0000000E+000
 2.8001797E+001, 4.8920558E-002, 4.8920558E-002, 1.0000000E+000
 2.9004778E+001, 6.7103388E-002, 6.7103388E-002, 1.0000000E+000
 3.0002491E+001, 5.7222341E-002, 5.7222341E-002, 1.0000000E+000
 3.1003576E+001, 7.2319231E-002, 7.2319231E-002, 1.0000000E+000
