s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0028974E+000, 6.7765779E-002, 6.7765779E-002, 1.0000000E+000
 2.0080234E+000, 4.0525469E-002, 4.0525469E-002, 1.0000000E+000
 3.0087060E+000, 3.0667004E-002, 3.0667004E-002, 1.0000000E+000
 4.0071478E+000, 2.9804137E-002, 2.9804137E-002, 1.0000000E+000
 5.0056650E+000, 2.7103058E-002, 2.7103058E-002, 1.0000000E+000
 6.0049911E+000, 2.5770207E-002, 2.5770207E-002, 1.0000000E+000
 7.0032865E+000, 2.7468169E-002, 2.7468169E-002, 1.0000000E+000
 8.0057465E+000, 2.6052310E-002, 2.6052310E-002, 1.0000000E+000
 9.0053410E+000, 2.5385980E-002, 2.5385980E-002, 1.0000000E+000
 1.0005490E+001, 2.5141462E-002, 2.5141462E-002, 1.0000000E+000
 1.1005129E+001, 4.0980726E-002, 4.0980726E-002, 1.0000000E+000
 1.2004931E+001, 8.0657362E-002, 8.0657362E-002, 1.0000000E+000
 1.3000546E+001, 1.0474170E-001, 1.0474170E-001, 1.0000000E+000
 1.4001989E+001, 1.2753917E-001, 1.2753917E-001, 1.0000000E+000
 1.5002085E+001, 1.6029462E-001, 1.6029462E-001, 1.0000000E+000
 1.6000809E+001, 2.1236297E-001, 2.1236297E-001, 1.0000000E+000
 1.7000229E+001, 2.4940473E-001, 2.4940473E-001, 1.0000000E+000
 1.8001143E+001, 2.8208100E-001, 2.8208100E-001, 1.0000000E+000
 1.9004356E+001, 3.1946958E-001, 3.1946958E-001, 1.0000000E+000
 2.0004281E+001, 3.7078162E-001, 3.7078162E-001, 1.0000000E+000
 2.1001434E+001, 4.2362495E-001, 4.2362495E-001, 1.0000000E+000
 2.2002531E+001, 4.7442189E-001, 4.7442189E-001, 1.0000000E+000
 2.3000072E+001, 5.1166408E-001, 5.1166408E-001, 1.0000000E+000
 2.4002501E+001, 5.6398506E-001, 5.6398506E-001, 1.0000000E+000
 2.5002462E+001, 6.0058467E-001, 6.0058467E-001, 1.0000000E+000
 2.6000266E+001, 6.5065663E-001, 6.5065663E-001, 1.0000000E+000
 2.7003499E+001, 6.9859196E-001, 6.9859196E-001, 1.0000000E+000
 2.8003135E+001, 7.3497265E-001, 7.3497265E-001, 1.0000000E+000
 2.9002541E+001, 7.8624854E-001, 7.8624854E-001, 1.0000000E+000
 3.0002681E+001, 8.2484350E-001, 8.2484350E-001, 1.0000000E+000
 3.1004016E+001, 8.7073260E-001, 8.7073260E-001, 1.0000000E+000
