s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0091347E+000, 8.1924936E-002, 8.1924936E-002, 1.0000000E+000
 2.0090884E+000, 7.7533188E-002, 7.7533188E-002, 1.0000000E+000
 3.0028068E+000, 7.5932885E-002, 7.5932885E-002, 1.0000000E+000
 4.0069855E+000, 7.5339955E-002, 7.5339955E-002, 1.0000000E+000
 5.0055772E+000, 7.5124689E-002, 7.5124689E-002, 1.0000000E+000
 6.0018310E+000, 1.0560785E-001, 1.0560785E-001, 1.0000000E+000
 7.0037673E+000, 1.0106646E-001, 1.0106646E-001, 1.0000000E+000
 8.0003136E+000, 1.3207537E-001, 1.3207537E-001, 1.0000000E+000
 9.0045369E+000, 1.6347231E-001, 1.6347231E-001, 1.0000000E+000
 1.0002466E+001, 2.0240183E-001, 2.0240183E-001, 1.0000000E+000
 1.1000222E+001, 2.3522226E-001, 2.3522226E-001, 1.0000000E+000
 1.2001108E+001, 2.8435914E-001, 2.8435914E-001, 1.0000000E+000
 1.3004086E+001, 3.3517461E-001, 3.3517461E-001, 1.0000000E+000
 1.4005626E+001, 3.8470021E-001, 3.8470021E-001, 1.0000000E+000
 1.5002537E+001, 4.3078867E-001, 4.3078867E-001, 1.0000000E+000
 1.6000651E+001, 4.7221477E-001, 4.7221477E-001, 1.0000000E+000
 1.7005451E+001, 5.1108283E-001, 5.1108283E-001, 1.0000000E+000
 1.8002016E+001, 5.5029220E-001, 5.5029220E-001, 1.0000000E+000
 1.9001412E+001, 5.9017791E-001, 5.9017791E-001, 1.0000000E+000
 2.0000253E+001, 6.2981536E-001, 6.2981536E-001, 1.0000000E+000
 2.1004771E+001, 6.6763481E-001, 6.6763481E-001, 1.0000000E+000
 2.2003530E+001, 7.0354481E-001, 7.0354481E-001, 1.0000000E+000
 2.3003914E+001, 7.4485070E-001, 7.4485070E-001, 1.0000000E+000
 2.4001047E+001, 7.8037692E-001, 7.8037692E-001, 1.0000000E+000
 2.5003672E+001, 8.1558076E-001, 8.1558076E-001, 1.0000000E+000
 2.6002333E+001, 9.0438580E-001, 9.0438580E-001, 1.0000000E+000
 2.7000214E+001, 9.2652887E-001, 9.2652887E-001, 1.0000000E+000
 2.8002573E+001, 1.0149565E+000, 1.0149565E+000, 1.0000000E+000
 2.9003630E+001, 1.0480097E+000, 1.0480097E+000, 1.0000000E+000
 3.0002797E+001, 1.1122223E+000, 1.1122223E+000, 1.0000000E+000
 3.1001869E+001, 1.1141819E+000, 1.1141819E+000, 1.0000000E+000
