s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0005447E+000, 1.7011936E-001, 1.7011936E-001, 1.0000000E+000
 2.0005373E+000, 8.1012589E-002, 8.1012589E-002, 1.0000000E+000
 3.0014371E+000, 4.5391345E-002, 4.5391345E-002, 1.0000000E+000
 4.0114650E+000, 3.2374442E-002, 3.2374442E-002, 1.0000000E+000
 5.0025817E+000, 2.7719721E-002, 2.7719721E-002, 1.0000000E+000
 6.0042909E+000, 2.5994523E-002, 2.5994523E-002, 1.0000000E+000
 7.0049013E+000, 2.5364485E-002, 2.5364485E-002, 1.0000000E+000
 8.0000069E+000, 2.5134397E-002, 2.5134397E-002, 1.0000000E+000
 9.0034930E+000, 2.5049147E-002, 2.5049147E-002, 1.0000000E+000
 1.0003268E+001, 4.5064333E-002, 4.5064333E-002, 1.0000000E+000
 1.1003488E+001, 6.4015516E-002, 6.4015516E-002, 1.0000000E+000
 1.2003281E+001, 8.5499612E-002, 8.5499612E-002, 1.0000000E+000
 1.3002018E+001, 1.1048535E-001, 1.1048535E-001, 1.0000000E+000
 1.4000619E+001, 1.4354780E-001, 1.4354780E-001, 1.0000000E+000
 1.5004380E+001, 1.7130436E-001, 1.7130436E-001, 1.0000000E+000
 1.6003886E+001, 1.9542563E-001, 1.9542563E-001, 1.0000000E+000
 1.7002362E+001, 2.3084623E-001, 2.3084623E-001, 1.0000000E+000
 1.8003562E+001, 2.5092350E-001, 2.5092350E-001, 1.0000000E+000
 1.9000537E+001, 2.6849492E-001, 2.6849492E-001, 1.0000000E+000
 2.0003550E+001, 3.0249206E-001, 3.0249206E-001, 1.0000000E+000
 2.1003468E+001, 3.2610100E-001, 3.2610100E-001, 1.0000000E+000
 2.2001510E+001, 3.5338392E-001, 3.5338392E-001, 1.0000000E+000
 2.3003823E+001, 3.7152072E-001, 3.7152072E-001, 1.0000000E+000
 2.4003058E+001, 4.0479724E-001, 4.0479724E-001, 1.0000000E+000
 2.5002578E+001, 4.3487317E-001, 4.3487317E-001, 1.0000000E+000
 2.6003456E+001, 4.6028412E-001, 4.6028412E-001, 1.0000000E+000
 2.7002553E+001, 4.8790888E-001, 4.8790888E-001, 1.0000000E+000
 2.8002768E+001, 5.1647451E-001, 5.1647451E-001, 1.0000000E+000
 2.9000209E+001, 5.4118756E-001, 5.4118756E-001, 1.0000000E+000
 3.0000141E+001, 5.7049164E-001, 5.7049164E-001, 1.0000000E+000
 3.1000239E+001, 6.0058827E-001, 6.0058827E-001, 1.0000000E+000
