s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0078873E+000, 1.5933900E-001, 1.5933900E-001, 1.0000000E+000
 2.0000300E+000, 7.4536509E-002, 7.4536509E-002, 1.0000000E+000
 3.0063873E+000, 4.3029519E-002, 4.3029519E-002, 1.0000000E+000
 4.0001540E+000, 3.1651792E-002, 3.1651792E-002, 1.0000000E+000
 5.0006877E+000, 2.7439644E-002, 2.7439644E-002, 1.0000000E+000
 6.0031682E+000, 3.2242048E-002, 3.2242048E-002, 1.0000000E+000
 7.0021271E+000, 4.6896871E-002, 4.6896871E-002, 1.0000000E+000
 8.0047524E+000, 6.0325234E-002, 6.0325234E-002, 1.0000000E+000
 9.0005858E+000, 6.9592604E-002, 6.9592604E-002, 1.0000000E+000
 1.0000717E+001, 7.5118925E-002, 7.5118925E-002, 1.0000000E+000
 1.1002083E+001, 9.5718557E-002, 9.5718557E-002, 1.0000000E+000
 1.2003048E+001, 1.1028150E-001, 1.1028150E-001, 1.0000000E+000
 1.3003400E+001, 1.2278143E-001, 1.2278143E-001, 1.0000000E+000
 1.4003377E+001, 1.6134449E-001, 1.6134449E-001, 1.0000000E+000
 1.5003887E+001, 1.5214473E-001, 1.5214473E-001, 1.0000000E+000
 1.6001446E+001, 1.4044914E-001, 1.4044914E-001, 1.0000000E+000
 1.7005888E+001, 1.3377267E-001, 1.3377267E-001, 1.0000000E+000
 1.8001489E+001, 1.3664973E-001, 1.3664973E-001, 1.0000000E+000
 1.9000770E+001, 1.8360912E-001, 1.8360912E-001, 1.0000000E+000
 2.0003602E+001, 1.2757149E-001, 1.2757149E-001, 1.0000000E+000
 2.1000898E+001, 1.1079837E-001, 1.1079837E-001, 1.0000000E+000
 2.2004971E+001, 9.3478840E-002, 9.3478840E-002, 1.0000000E+000
 2.3000874E+001, 8.4615964E-002, 8.4615964E-002, 1.0000000E+000
 2.4000094E+001, 7.0573441E-002, 7.0573441E-002, 1.0000000E+000
 2.5004517E+001, 7.1038391E-002, 7.1038391E-002, 1.0000000E+000
 2.6003469E+001, 6.8550401E-002, 6.8550401E-002, 1.0000000E+000
 2.7001183E+001, 6.7832968E-002, 6.7832968E-002, 1.0000000E+000
 2.8001776E+001, 6.4235578E-002, 6.4235578E-002, 1.0000000E+000
 2.9000992E+001, 6.9955519E-002, 6.9955519E-002, 1.0000000E+000
 3.0007665E+001, 6.7120656E-002, 6.7120656E-002, 1.0000000E+000
 3.1004630E+001, 6.4125908E-002, 6.4125908E-002, 1.0000000E+000
