s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0068044E+000, 9.2720781E-002, 9.2720781E-002, 1.0000000E+000
 2.0083629E+000, 8.1472028E-002, 8.1472028E-002, 1.0000000E+000
 3.0046928E+000, 7.7377233E-002, 7.7377233E-002, 1.0000000E+000
 4.0031726E+000, 7.5871335E-002, 7.5871335E-002, 1.0000000E+000
 5.0017665E+000, 7.5319317E-002, 7.5319317E-002, 1.0000000E+000
 6.0055772E+000, 9.0032586E-002, 9.0032586E-002, 1.0000000E+000
 7.0065261E+000, 1.1220328E-001, 1.1220328E-001, 1.0000000E+000
 8.0041288E+000, 1.2029978E-001, 1.2029978E-001, 1.0000000E+000
 9.0013181E+000, 1.4745797E-001, 1.4745797E-001, 1.0000000E+000
 1.0007239E+001, 1.6496973E-001, 1.6496973E-001, 1.0000000E+000
 1.1000055E+001, 1.7129812E-001, 1.7129812E-001, 1.0000000E+000
 1.2000531E+001, 1.8020195E-001, 1.8020195E-001, 1.0000000E+000
 1.3000258E+001, 2.0858195E-001, 2.0858195E-001, 1.0000000E+000
 1.4006816E+001, 2.1902371E-001, 2.1902371E-001, 1.0000000E+000
 1.5000616E+001, 2.2279567E-001, 2.2279567E-001, 1.0000000E+000
 1.6000368E+001, 2.1872225E-001, 2.1872225E-001, 1.0000000E+000
 1.7004070E+001, 2.4467840E-001, 2.4467840E-001, 1.0000000E+000
 1.8000807E+001, 2.6384868E-001, 2.6384868E-001, 1.0000000E+000
 1.9004420E+001, 2.7092757E-001, 2.7092757E-001, 1.0000000E+000
 2.0000696E+001, 2.7187268E-001, 2.7187268E-001, 1.0000000E+000
 2.1004549E+001, 2.9806753E-001, 2.9806753E-001, 1.0000000E+000
 2.2003802E+001, 3.1541240E-001, 3.1541240E-001, 1.0000000E+000
 2.3001929E+001, 4.4121617E-001, 4.4121617E-001, 1.0000000E+000
 2.4001428E+001, 4.5711356E-001, 4.5711356E-001, 1.0000000E+000
 2.5005129E+001, 5.4258646E-001, 5.4258646E-001, 1.0000000E+000
 2.6000324E+001, 6.7479866E-001, 6.7479866E-001, 1.0000000E+000
 2.7000460E+001, 8.2666235E-001, 8.2666235E-001, 1.0000000E+000
 2.8000143E+001, 9.4817738E-001, 9.4817738E-001, 1.0000000E+000
 2.9004389E+001, 1.1118935E+000, 1.1118935E+000, 1.0000000E+000
 3.0001533E+001, 1.2804127E+000, 1.2804127E+000, 1.0000000E+000
 3.1003703E+001, 1.4614990E+000, 1.4614990E+000, 1.0000000E+000
