s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0058566E+000, 8.8119858E-002, 8.8119858E-002, 1.0000000E+000
 2.0008767E+000, 1.0646370E-001, 1.0646370E-001, 1.0000000E+000
 3.0011556E+000, 1.1821818E-001, 1.1821818E-001, 1.0000000E+000
 4.0037149E+000, 1.4800609E-001, 1.4800609E-001, 1.0000000E+000
 5.0060898E+000, 2.1923097E-001, 2.1923097E-001, 1.0000000E+000
 6.0074909E+000, 2.7125423E-001, 2.7125423E-001, 1.0000000E+000
 7.0034129E+000, 3.4982907E-001, 3.4982907E-001, 1.0000000E+000
 8.0043793E+000, 4.3674297E-001, 4.3674297E-001, 1.0000000E+000
 9.0015495E+000, 3.7094601E-001, 3.7094601E-001, 1.0000000E+000
 1.0004383E+001, 4.2319962E-001, 4.2319962E-001, 1.0000000E+000
 1.1003043E+001, 6.3528067E-001, 6.3528067E-001, 1.0000000E+000
 1.2003752E+001, 7.4262607E-001, 7.4262607E-001, 1.0000000E+000
 1.3002627E+001, 8.8267327E-001, 8.8267327E-001, 1.0000000E+000
 1.4002308E+001, 1.0166914E+000, 1.0166914E+000, 1.0000000E+000
 1.5003149E+001, 1.2842138E+000, 1.2842138E+000, 1.0000000E+000
 1.6000395E+001, 1.5639678E+000, 1.5639678E+000, 1.0000000E+000
 1.7004792E+001, 1.8120234E+000, 1.8120234E+000, 1.0000000E+000
 1.8000913E+001, 2.0472064E+000, 2.0472064E+000, 1.0000000E+000
 1.9002248E+001, 2.2698993E+000, 2.2698993E+000, 1.0000000E+000
 2.0004277E+001, 2.4732770E+000, 2.4732770E+000, 1.0000000E+000
 2.1001466E+001, 2.7044982E+000, 2.7044982E+000, 1.0000000E+000
 2.2003757E+001, 2.9119448E+000, 2.9119448E+000, 1.0000000E+000
 2.3004714E+001, 3.1321782E+000, 3.1321782E+000, 1.0000000E+000
 2.4000164E+001, 3.3621354E+000, 3.3621354E+000, 1.0000000E+000
 2.5000735E+001, 3.5450395E+000, 3.5450395E+000, 1.0000000E+000
 2.6000543E+001, 3.6964484E+000, 3.6964484E+000, 1.0000000E+000
 2.7004910E+001, 3.8644410E+000, 3.8644410E+000, 1.0000000E+000
 2.8002694E+001, 4.0401993E+000, 4.0401993E+000, 1.0000000E+000
 2.9000195E+001, 4.2361631E+000, 4.2361631E+000, 1.0000000E+000
 3.0002619E+001, 4.4025637E+000, 4.4025637E+000, 1.0000000E+000
 3.1003297E+001, 4.5997855E+000, 4.5997855E+000, 1.0000000E+000
 3.2003874E+001, 4.7866146E+000, 4.7866146E+000, 1.0000000E+000
 3.3000989E+001, 4.9726778E+000, 4.9726778E+000, 1.0000000E+000
 3.4003366E+001, 5.1349724E+000, 5.1349724E+000, 1.0000000E+000
 3.5005748E+001, 5.3238812E+000, 5.3238812E+000, 1.0000000E+000
 3.6003789E+001, 5.5650640E+000, 5.5650640E+000, 1.0000000E+000
 3.7003342E+001, 5.7617552E+000, 5.7617552E+000, 1.0000000E+000
 3.8000599E+001, 5.9851335E+000, 5.9851335E+000, 1.0000000E+000
 3.9000583E+001, 6.2176096E+000, 6.2176096E+000, 1.0000000E+000
 4.0000026E+001, 6.4083191E+000, 6.4083191E+000, 1.0000000E+000
 4.1003756E+001, 6.5967202E+000, 6.5967202E+000, 1.0000000E+000
 4.2000423E+001, 6.7581143E+000, 6.7581143E+000, 1.0000000E+000
 4.3003392E+001, 6.9305639E+000, 6.9305639E+000, 1.0000000E+000
 4.4004034E+001, 7.1439660E+000, 7.1439660E+000, 1.0000000E+000
 4.5003182E+001, 7.3387342E+000, 7.3387342E+000, 1.0000000E+000
 4.6001398E+001, 7.5578243E+000, 7.5578243E+000, 1.0000000E+000
 4.7004531E+001, 7.6911111E+000, 7.6911111E+000, 1.0000000E+000
