s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0154432E+000, 1.1701412E-001, 1.1701412E-001, 1.0000000E+000
 2.0189516E+000, 8.0877330E-002, 8.0877330E-002, 1.0000000E+000
 3.0100172E+000, 7.1474363E-002, 7.1474363E-002, 1.0000000E+000
 4.0026090E+000, 9.2158111E-002, 9.2158111E-002, 1.0000000E+000
 5.0016291E+000, 1.5264489E-001, 1.5264489E-001, 1.0000000E+000
 6.0009676E+000, 2.2125609E-001, 2.2125609E-001, 1.0000000E+000
 7.0017788E+000, 3.4116351E-001, 3.4116351E-001, 1.0000000E+000
 8.0032589E+000, 4.7638278E-001, 4.7638278E-001, 1.0000000E+000
 9.0012006E+000, 6.0094708E-001, 6.0094708E-001, 1.0000000E+000
 1.0004796E+001, 7.2965529E-001, 7.2965529E-001, 1.0000000E+000
 1.1000841E+001, 8.5364730E-001, 8.5364730E-001, 1.0000000E+000
 1.2001300E+001, 9.7401416E-001, 9.7401416E-001, 1.0000000E+000
 1.3003244E+001, 1.0931894E+000, 1.0931894E+000, 1.0000000E+000
 1.4005457E+001, 1.2136202E+000, 1.2136202E+000, 1.0000000E+000
 1.5005465E+001, 1.3337914E+000, 1.3337914E+000, 1.0000000E+000
 1.6000108E+001, 1.4663319E+000, 1.4663319E+000, 1.0000000E+000
 1.7003607E+001, 1.6040713E+000, 1.6040713E+000, 1.0000000E+000
 1.8003060E+001, 1.7572272E+000, 1.7572272E+000, 1.0000000E+000
 1.9003657E+001, 1.8955976E+000, 1.8955976E+000, 1.0000000E+000
 2.0003659E+001, 2.0155060E+000, 2.0155060E+000, 1.0000000E+000
 2.1005580E+001, 2.1954474E+000, 2.1954474E+000, 1.0000000E+000
 2.2002834E+001, 2.3726849E+000, 2.3726849E+000, 1.0000000E+000
 2.3002089E+001, 2.4926332E+000, 2.4926332E+000, 1.0000000E+000
 2.4001431E+001, 2.6718484E+000, 2.6718484E+000, 1.0000000E+000
 2.5003611E+001, 2.8367440E+000, 2.8367440E+000, 1.0000000E+000
 2.6006360E+001, 2.9667212E+000, 2.9667212E+000, 1.0000000E+000
 2.7000480E+001, 3.1354941E+000, 3.1354941E+000, 1.0000000E+000
 2.8005294E+001, 3.3175584E+000, 3.3175584E+000, 1.0000000E+000
 2.9000679E+001, 3.4268940E+000, 3.4268940E+000, 1.0000000E+000
 3.0004566E+001, 3.5711340E+000, 3.5711340E+000, 1.0000000E+000
 3.1001229E+001, 3.7087553E+000, 3.7087553E+000, 1.0000000E+000
 3.2003173E+001, 3.8884793E+000, 3.8884793E+000, 1.0000000E+000
 3.3000475E+001, 4.0643886E+000, 4.0643886E+000, 1.0000000E+000
 3.4005526E+001, 4.2407046E+000, 4.2407046E+000, 1.0000000E+000
 3.5000597E+001, 4.4157472E+000, 4.4157472E+000, 1.0000000E+000
 3.6005601E+001, 4.5795737E+000, 4.5795737E+000, 1.0000000E+000
 3.7001110E+001, 4.7955113E+000, 4.7955113E+000, 1.0000000E+000
 3.8004085E+001, 4.9689058E+000, 4.9689058E+000, 1.0000000E+000
 3.9005309E+001, 5.1600056E+000, 5.1600056E+000, 1.0000000E+000
 4.0001291E+001, 5.3217428E+000, 5.3217428E+000, 1.0000000E+000
 4.1002417E+001, 5.5245748E+000, 5.5245748E+000, 1.0000000E+000
 4.2002674E+001, 5.7399494E+000, 5.7399494E+000, 1.0000000E+000
 4.3000974E+001, 5.9264220E+000, 5.9264220E+000, 1.0000000E+000
 4.4000932E+001, 6.1110282E+000, 6.1110282E+000, 1.0000000E+000
 4.5002722E+001, 6.2527306E+000, 6.2527306E+000, 1.0000000E+000
 4.6004960E+001, 6.3977405E+000, 6.3977405E+000, 1.0000000E+000
 4.7004345E+001, 6.5329688E+000, 6.5329688E+000, 1.0000000E+000
 4.8004604E+001, 6.6722691E+000, 6.6722691E+000, 1.0000000E+000
 4.9004479E+001, 6.8025638E+000, 6.8025638E+000, 1.0000000E+000
 5.0006794E+001, 6.9684191E+000, 6.9684191E+000, 1.0000000E+000
 5.1000227E+001, 7.1251235E+000, 7.1251235E+000, 1.0000000E+000
 5.2004943E+001, 7.2492105E+000, 7.2492105E+000, 1.0000000E+000
 5.3001389E+001, 7.3760574E+000, 7.3760574E+000, 1.0000000E+000
 5.4001926E+001, 7.5081345E+000, 7.5081345E+000, 1.0000000E+000
 5.5000046E+001, 7.6850215E+000, 7.6850215E+000, 1.0000000E+000
