s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0068880E+000, 4.0626829E-002, 4.0626829E-002, 1.0000000E+000
 2.0018787E+000, 4.7307713E-002, 4.7307713E-002, 1.0000000E+000
 3.0018906E+000, 6.3667912E-002, 6.3667912E-002, 1.0000000E+000
 4.0028812E+000, 7.0856927E-002, 7.0856927E-002, 1.0000000E+000
 5.0061041E+000, 7.1137331E-002, 7.1137331E-002, 1.0000000E+000
 6.0030515E+000, 5.6763655E-002, 5.6763655E-002, 1.0000000E+000
 7.0027235E+000, 3.6632514E-002, 3.6632514E-002, 1.0000000E+000
 8.0019203E+000, 2.9264250E-002, 2.9264250E-002, 1.0000000E+000
 9.0034761E+000, 2.6560605E-002, 2.6560605E-002, 1.0000000E+000
 1.0001930E+001, 2.5573299E-002, 2.5573299E-002, 1.0000000E+000
 1.1004201E+001, 5.3620467E-002, 5.3620467E-002, 1.0000000E+000
 1.2002031E+001, 6.7146486E-002, 6.7146486E-002, 1.0000000E+000
 1.3005298E+001, 7.2131728E-002, 7.2131728E-002, 1.0000000E+000
 1.4002155E+001, 8.6594486E-002, 8.6594486E-002, 1.0000000E+000
 1.5005270E+001, 1.1096204E-001, 1.1096204E-001, 1.0000000E+000
 1.6005391E+001, 1.1985471E-001, 1.1985471E-001, 1.0000000E+000
 1.7005139E+001, 1.2311326E-001, 1.2311326E-001, 1.0000000E+000
 1.8001136E+001, 1.2430569E-001, 1.2430569E-001, 1.0000000E+000
 1.9001015E+001, 1.2474544E-001, 1.2474544E-001, 1.0000000E+000
 2.0005133E+001, 1.5203752E-001, 1.5203752E-001, 1.0000000E+000
 2.1004646E+001, 1.6657721E-001, 1.6657721E-001, 1.0000000E+000
 2.2004767E+001, 1.7191255E-001, 1.7191255E-001, 1.0000000E+000
 2.3001332E+001, 1.7386445E-001, 1.7386445E-001, 1.0000000E+000
 2.4001537E+001, 1.9565621E-001, 1.9565621E-001, 1.0000000E+000
 2.5005565E+001, 2.1428326E-001, 2.1428326E-001, 1.0000000E+000
 2.6002087E+001, 2.2105687E-001, 2.2105687E-001, 1.0000000E+000
 2.7002012E+001, 2.2355416E-001, 2.2355416E-001, 1.0000000E+000
 2.8003591E+001, 2.2447081E-001, 2.2447081E-001, 1.0000000E+000
 2.9006472E+001, 2.4900798E-001, 2.4900798E-001, 1.0000000E+000
 3.0003513E+001, 2.6543810E-001, 2.6543810E-001, 1.0000000E+000
 3.1001162E+001, 2.7148506E-001, 2.7148506E-001, 1.0000000E+000
