s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0004404E+000, 1.6034729E-001, 1.6034729E-001, 1.0000000E+000
 2.0102934E+000, 7.3962025E-002, 7.3962025E-002, 1.0000000E+000
 3.0083269E+000, 4.2962582E-002, 4.2962582E-002, 1.0000000E+000
 4.0045299E+000, 3.1601731E-002, 3.1601731E-002, 1.0000000E+000
 5.0023118E+000, 2.7423337E-002, 2.7423337E-002, 1.0000000E+000
 6.0051307E+000, 3.6224128E-002, 3.6224128E-002, 1.0000000E+000
 7.0006996E+000, 5.3557097E-002, 5.3557097E-002, 1.0000000E+000
 8.0053417E+000, 3.6107992E-002, 3.6107992E-002, 1.0000000E+000
 9.0028626E+000, 2.9086989E-002, 2.9086989E-002, 1.0000000E+000
 1.0000509E+001, 2.6504030E-002, 2.6504030E-002, 1.0000000E+000
 1.1002755E+001, 2.5550958E-002, 2.5550958E-002, 1.0000000E+000
 1.2000958E+001, 3.8664968E-002, 3.8664968E-002, 1.0000000E+000
 1.3002644E+001, 6.1681582E-002, 6.1681582E-002, 1.0000000E+000
 1.4000989E+001, 8.3809930E-002, 8.3809930E-002, 1.0000000E+000
 1.5002451E+001, 1.0990007E-001, 1.0990007E-001, 1.0000000E+000
 1.6000248E+001, 1.1944493E-001, 1.1944493E-001, 1.0000000E+000
 1.7002506E+001, 1.5042024E-001, 1.5042024E-001, 1.0000000E+000
 1.8000149E+001, 1.6595558E-001, 1.6595558E-001, 1.0000000E+000
 1.9001020E+001, 1.7714375E-001, 1.7714375E-001, 1.0000000E+000
 2.0003658E+001, 2.0747726E-001, 2.0747726E-001, 1.0000000E+000
 2.1003055E+001, 2.2497094E-001, 2.2497094E-001, 1.0000000E+000
 2.2003211E+001, 2.5367360E-001, 2.5367360E-001, 1.0000000E+000
 2.3004195E+001, 2.6717828E-001, 2.6717828E-001, 1.0000000E+000
 2.4003175E+001, 2.8906015E-001, 2.8906015E-001, 1.0000000E+000
 2.5001753E+001, 3.1178684E-001, 3.1178684E-001, 1.0000000E+000
 2.6000285E+001, 3.2181079E-001, 3.2181079E-001, 1.0000000E+000
 2.7003868E+001, 3.5492906E-001, 3.5492906E-001, 1.0000000E+000
 2.8002971E+001, 3.6762417E-001, 3.6762417E-001, 1.0000000E+000
 2.9002538E+001, 3.9222951E-001, 3.9222951E-001, 1.0000000E+000
 3.0002383E+001, 4.1296652E-001, 4.1296652E-001, 1.0000000E+000
 3.1003242E+001, 4.3267447E-001, 4.3267447E-001, 1.0000000E+000
