s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0052289E+000, 8.2518088E-002, 8.2518088E-002, 1.0000000E+000
 2.0066387E+000, 7.4280652E-002, 7.4280652E-002, 1.0000000E+000
 3.0080484E+000, 4.3007825E-002, 4.3007825E-002, 1.0000000E+000
 4.0094582E+000, 3.4034267E-002, 3.4034267E-002, 1.0000000E+000
 5.0003268E+000, 4.0832546E-002, 4.0832546E-002, 1.0000000E+000
 6.0028202E+000, 3.8764957E-002, 3.8764957E-002, 1.0000000E+000
 7.0095907E+000, 3.4592604E-002, 3.4592604E-002, 1.0000000E+000
 8.0045911E+000, 2.9464428E-002, 2.9464428E-002, 1.0000000E+000
 9.0029797E+000, 2.6636604E-002, 2.6636604E-002, 1.0000000E+000
 1.0006857E+001, 2.9804672E-002, 2.9804672E-002, 1.0000000E+000
 1.1005304E+001, 2.8782017E-002, 2.8782017E-002, 1.0000000E+000
 1.2005003E+001, 4.9164617E-002, 4.9164617E-002, 1.0000000E+000
 1.3007025E+001, 7.1832461E-002, 7.1832461E-002, 1.0000000E+000
 1.4002821E+001, 1.0542606E-001, 1.0542606E-001, 1.0000000E+000
 1.5000712E+001, 1.1293629E-001, 1.1293629E-001, 1.0000000E+000
 1.6002424E+001, 9.9261579E-002, 9.9261579E-002, 1.0000000E+000
 1.7003983E+001, 1.2238447E-001, 1.2238447E-001, 1.0000000E+000
 1.8002778E+001, 2.0297150E-001, 2.0297150E-001, 1.0000000E+000
 1.9003871E+001, 2.7261512E-001, 2.7261512E-001, 1.0000000E+000
 2.0001765E+001, 3.3060331E-001, 3.3060331E-001, 1.0000000E+000
 2.1001078E+001, 3.0848855E-001, 3.0848855E-001, 1.0000000E+000
 2.2001666E+001, 3.8947852E-001, 3.8947852E-001, 1.0000000E+000
 2.3002503E+001, 4.6518238E-001, 4.6518238E-001, 1.0000000E+000
 2.4002061E+001, 4.8701031E-001, 4.8701031E-001, 1.0000000E+000
 2.5002452E+001, 5.4070666E-001, 5.4070666E-001, 1.0000000E+000
 2.6000842E+001, 5.8581316E-001, 5.8581316E-001, 1.0000000E+000
 2.7002791E+001, 6.2977759E-001, 6.2977759E-001, 1.0000000E+000
 2.8000669E+001, 6.7152673E-001, 6.7152673E-001, 1.0000000E+000
 2.9000516E+001, 6.8196357E-001, 6.8196357E-001, 1.0000000E+000
 3.0000882E+001, 7.1112163E-001, 7.1112163E-001, 1.0000000E+000
 3.1000583E+001, 7.5578033E-001, 7.5578033E-001, 1.0000000E+000
