s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0216360E+000, 9.4616168E-002, 9.4616168E-002, 1.0000000E+000
 2.0077405E+000, 6.3300526E-002, 6.3300526E-002, 1.0000000E+000
 3.0026325E+000, 3.9039220E-002, 3.9039220E-002, 1.0000000E+000
 4.0017665E+000, 6.1354225E-002, 6.1354225E-002, 1.0000000E+000
 5.0048785E+000, 1.1179908E-001, 1.1179908E-001, 1.0000000E+000
 6.0035997E+000, 1.7207659E-001, 1.7207659E-001, 1.0000000E+000
 7.0044148E+000, 2.5742242E-001, 2.5742242E-001, 1.0000000E+000
 8.0049436E+000, 3.8140555E-001, 3.8140555E-001, 1.0000000E+000
 9.0007828E+000, 4.3878461E-001, 4.3878461E-001, 1.0000000E+000
 1.0004462E+001, 5.2031641E-001, 5.2031641E-001, 1.0000000E+000
 1.1000116E+001, 6.4293256E-001, 6.4293256E-001, 1.0000000E+000
 1.2002481E+001, 7.7286757E-001, 7.7286757E-001, 1.0000000E+000
 1.3000308E+001, 9.1156152E-001, 9.1156152E-001, 1.0000000E+000
 1.4002887E+001, 1.0563916E+000, 1.0563916E+000, 1.0000000E+000
 1.5000633E+001, 1.1964826E+000, 1.1964826E+000, 1.0000000E+000
 1.6002012E+001, 1.3477597E+000, 1.3477597E+000, 1.0000000E+000
 1.7002108E+001, 1.5270725E+000, 1.5270725E+000, 1.0000000E+000
 1.8003252E+001, 1.7050023E+000, 1.7050023E+000, 1.0000000E+000
 1.9000017E+001, 1.8659641E+000, 1.8659641E+000, 1.0000000E+000
 2.0003436E+001, 2.0276386E+000, 2.0276386E+000, 1.0000000E+000
 2.1002458E+001, 2.1842939E+000, 2.1842939E+000, 1.0000000E+000
 2.2004436E+001, 2.3220416E+000, 2.3220416E+000, 1.0000000E+000
 2.3003379E+001, 2.4639137E+000, 2.4639137E+000, 1.0000000E+000
 2.4000569E+001, 2.6290503E+000, 2.6290503E+000, 1.0000000E+000
 2.5001109E+001, 2.7776494E+000, 2.7776494E+000, 1.0000000E+000
 2.6002221E+001, 2.9280880E+000, 2.9280880E+000, 1.0000000E+000
 2.7002425E+001, 3.0948558E+000, 3.0948558E+000, 1.0000000E+000
 2.8004097E+001, 3.2483636E+000, 3.2483636E+000, 1.0000000E+000
 2.9000046E+001, 3.4026016E+000, 3.4026016E+000, 1.0000000E+000
 3.0002977E+001, 3.5680722E+000, 3.5680722E+000, 1.0000000E+000
 3.1003364E+001, 3.7383992E+000, 3.7383992E+000, 1.0000000E+000
 3.2001428E+001, 3.8746675E+000, 3.8746675E+000, 1.0000000E+000
 3.3003369E+001, 4.0208994E+000, 4.0208994E+000, 1.0000000E+000
 3.4002833E+001, 4.1764236E+000, 4.1764236E+000, 1.0000000E+000
 3.5004128E+001, 4.3347493E+000, 4.3347493E+000, 1.0000000E+000
 3.6003566E+001, 4.4894884E+000, 4.4894884E+000, 1.0000000E+000
 3.7000837E+001, 4.6543529E+000, 4.6543529E+000, 1.0000000E+000
 3.8002242E+001, 4.8328860E+000, 4.8328860E+000, 1.0000000E+000
 3.9003022E+001, 5.0185829E+000, 5.0185829E+000, 1.0000000E+000
 4.0003180E+001, 5.1880640E+000, 5.1880640E+000, 1.0000000E+000
 4.1002440E+001, 5.3907115E+000, 5.3907115E+000, 1.0000000E+000
 4.2001809E+001, 5.5819193E+000, 5.5819193E+000, 1.0000000E+000
 4.3003566E+001, 5.8000463E+000, 5.8000463E+000, 1.0000000E+000
 4.4000866E+001, 6.0155549E+000, 6.0155549E+000, 1.0000000E+000
 4.5001626E+001, 6.2014075E+000, 6.2014075E+000, 1.0000000E+000
 4.6002597E+001, 6.3770603E+000, 6.3770603E+000, 1.0000000E+000
 4.7004696E+001, 6.5414536E+000, 6.5414536E+000, 1.0000000E+000
 4.8003045E+001, 6.7097111E+000, 6.7097111E+000, 1.0000000E+000
 4.9001775E+001, 6.8708138E+000, 6.8708138E+000, 1.0000000E+000
 5.0002323E+001, 7.0272825E+000, 7.0272825E+000, 1.0000000E+000
 5.1002964E+001, 7.1920588E+000, 7.1920588E+000, 1.0000000E+000
 5.2001210E+001, 7.3229050E+000, 7.3229050E+000, 1.0000000E+000
 5.3001978E+001, 7.4296753E+000, 7.4296753E+000, 1.0000000E+000
 5.4001044E+001, 7.5737302E+000, 7.5737302E+000, 1.0000000E+000
 5.5003561E+001, 7.7221777E+000, 7.7221777E+000, 1.0000000E+000
