s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0043986E+000, 1.6715473E-001, 1.6715473E-001, 1.0000000E+000
 2.0055215E+000, 9.2500354E-002, 9.2500354E-002, 1.0000000E+000
 3.0078245E+000, 8.1392923E-002, 8.1392923E-002, 1.0000000E+000
 4.0063240E+000, 7.7345346E-002, 7.7345346E-002, 1.0000000E+000
 5.0042814E+000, 7.5860806E-002, 7.5860806E-002, 1.0000000E+000
 6.0007934E+000, 7.5316399E-002, 7.5316399E-002, 1.0000000E+000
 7.0039251E+000, 7.5115555E-002, 7.5115555E-002, 1.0000000E+000
 8.0054036E+000, 7.5042270E-002, 7.5042270E-002, 1.0000000E+000
 9.0052546E+000, 7.5015484E-002, 7.5015484E-002, 1.0000000E+000
 1.0007067E+001, 7.5005662E-002, 7.5005662E-002, 1.0000000E+000
 1.1005967E+001, 7.2846628E-002, 7.2846628E-002, 1.0000000E+000
 1.2002424E+001, 6.7104566E-002, 6.7104566E-002, 1.0000000E+000
 1.3000041E+001, 6.2563245E-002, 6.2563245E-002, 1.0000000E+000
 1.4007697E+001, 5.5459714E-002, 5.5459714E-002, 1.0000000E+000
 1.5005482E+001, 5.4533480E-002, 5.4533480E-002, 1.0000000E+000
 1.6007439E+001, 5.2461491E-002, 5.2461491E-002, 1.0000000E+000
 1.7000593E+001, 5.6550039E-002, 5.6550039E-002, 1.0000000E+000
 1.8004125E+001, 4.6016673E-002, 4.6016673E-002, 1.0000000E+000
 1.9004050E+001, 3.6655203E-002, 3.6655203E-002, 1.0000000E+000
 2.0001387E+001, 2.9770928E-002, 2.9770928E-002, 1.0000000E+000
 2.1001239E+001, 2.6749983E-002, 2.6749983E-002, 1.0000000E+000
 2.2001781E+001, 2.5641356E-002, 2.5641356E-002, 1.0000000E+000
 2.3002348E+001, 2.5235129E-002, 2.5235129E-002, 1.0000000E+000
 2.4000061E+001, 2.5086447E-002, 2.5086447E-002, 1.0000000E+000
 2.5001062E+001, 2.5031689E-002, 2.5031689E-002, 1.0000000E+000
 2.6003064E+001, 2.5011603E-002, 2.5011603E-002, 1.0000000E+000
 2.7000618E+001, 2.5004268E-002, 2.5004268E-002, 1.0000000E+000
 2.8004412E+001, 2.5001560E-002, 2.5001560E-002, 1.0000000E+000
 2.9001281E+001, 2.5000574E-002, 2.5000574E-002, 1.0000000E+000
 3.0002370E+001, 2.5000211E-002, 2.5000211E-002, 1.0000000E+000
 3.1003114E+001, 2.5000077E-002, 2.5000077E-002, 1.0000000E+000
