s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0159680E+000, 1.0006117E-001, 1.0006117E-001, 1.0000000E+000
 2.0114520E+000, 6.6459158E-002, 6.6459158E-002, 1.0000000E+000
 3.0065133E+000, 4.9586542E-002, 4.9586542E-002, 1.0000000E+000
 4.0029237E+000, 5.3560265E-002, 5.3560265E-002, 1.0000000E+000
 5.0000242E+000, 3.9133216E-002, 3.9133216E-002, 1.0000000E+000
 6.0016511E+000, 3.9749026E-002, 3.9749026E-002, 1.0000000E+000
 7.0063834E+000, 3.1938381E-002, 3.1938381E-002, 1.0000000E+000
 8.0042924E+000, 4.1042197E-002, 4.1042197E-002, 1.0000000E+000
 9.0072525E+000, 6.2584405E-002, 6.2584405E-002, 1.0000000E+000
 1.0004496E+001, 7.0433894E-002, 7.0433894E-002, 1.0000000E+000
 1.1003018E+001, 9.8998015E-002, 9.8998015E-002, 1.0000000E+000
 1.2004279E+001, 1.4313162E-001, 1.4313162E-001, 1.0000000E+000
 1.3000602E+001, 1.7413180E-001, 1.7413180E-001, 1.0000000E+000
 1.4002306E+001, 2.0820919E-001, 2.0820919E-001, 1.0000000E+000
 1.5004369E+001, 2.5055112E-001, 2.5055112E-001, 1.0000000E+000
 1.6004789E+001, 2.8599801E-001, 2.8599801E-001, 1.0000000E+000
 1.7005393E+001, 3.1742489E-001, 3.1742489E-001, 1.0000000E+000
 1.8000018E+001, 3.5786909E-001, 3.5786909E-001, 1.0000000E+000
 1.9003583E+001, 3.9690489E-001, 3.9690489E-001, 1.0000000E+000
 2.0004236E+001, 4.3247254E-001, 4.3247254E-001, 1.0000000E+000
 2.1001640E+001, 4.6725514E-001, 4.6725514E-001, 1.0000000E+000
 2.2005246E+001, 5.1601520E-001, 5.1601520E-001, 1.0000000E+000
 2.3004224E+001, 5.4354592E-001, 5.4354592E-001, 1.0000000E+000
 2.4000904E+001, 5.7517205E-001, 5.7517205E-001, 1.0000000E+000
 2.5002695E+001, 6.4636920E-001, 6.4636920E-001, 1.0000000E+000
 2.6000941E+001, 6.6511751E-001, 6.6511751E-001, 1.0000000E+000
 2.7005040E+001, 6.9537456E-001, 6.9537456E-001, 1.0000000E+000
 2.8003408E+001, 7.4486345E-001, 7.4486345E-001, 1.0000000E+000
 2.9005058E+001, 7.7551878E-001, 7.7551878E-001, 1.0000000E+000
 3.0000660E+001, 8.4714679E-001, 8.4714679E-001, 1.0000000E+000
 3.1002454E+001, 8.8717232E-001, 8.8717232E-001, 1.0000000E+000
