s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0157646E+000, 4.3042006E-002, 4.3042006E-002, 1.0000000E+000
 2.0024131E+000, 3.1690009E-002, 3.1690009E-002, 1.0000000E+000
 3.0074014E+000, 2.7434199E-002, 2.7434199E-002, 1.0000000E+000
 4.0001529E+000, 2.5896444E-002, 2.5896444E-002, 1.0000000E+000
 5.0003835E+000, 2.5327760E-002, 2.5327760E-002, 1.0000000E+000
 6.0000458E+000, 2.5120119E-002, 2.5120119E-002, 1.0000000E+000
 7.0004403E+000, 2.5043976E-002, 2.5043976E-002, 1.0000000E+000
 8.0063738E+000, 2.5016020E-002, 2.5016020E-002, 1.0000000E+000
 9.0004680E+000, 2.5005909E-002, 2.5005909E-002, 1.0000000E+000
 1.0003133E+001, 4.4767827E-002, 4.4767827E-002, 1.0000000E+000
 1.1002881E+001, 6.3909283E-002, 6.3909283E-002, 1.0000000E+000
 1.2007964E+001, 7.0954143E-002, 7.0954143E-002, 1.0000000E+000
 1.3005340E+001, 8.8334050E-002, 8.8334050E-002, 1.0000000E+000
 1.4001673E+001, 1.1149592E-001, 1.1149592E-001, 1.0000000E+000
 1.5005581E+001, 1.2006674E-001, 1.2006674E-001, 1.0000000E+000
 1.6003559E+001, 1.3370888E-001, 1.3370888E-001, 1.0000000E+000
 1.7003284E+001, 1.5984946E-001, 1.5984946E-001, 1.0000000E+000
 1.8002905E+001, 1.6944130E-001, 1.6944130E-001, 1.0000000E+000
 1.9005054E+001, 1.7928223E-001, 1.7928223E-001, 1.0000000E+000
 2.0005022E+001, 2.0822942E-001, 2.0822942E-001, 1.0000000E+000
 2.1005430E+001, 2.1885241E-001, 2.1885241E-001, 1.0000000E+000
 2.2004840E+001, 2.2274449E-001, 2.2274449E-001, 1.0000000E+000
 2.3003600E+001, 2.5363305E-001, 2.5363305E-001, 1.0000000E+000
 2.4003927E+001, 2.6716562E-001, 2.6716562E-001, 1.0000000E+000
 2.5003969E+001, 2.7212739E-001, 2.7212739E-001, 1.0000000E+000
 2.6004425E+001, 2.9425580E-001, 2.9425580E-001, 1.0000000E+000
 2.7003543E+001, 3.1371411E-001, 3.1371411E-001, 1.0000000E+000
 2.8002324E+001, 3.2085587E-001, 3.2085587E-001, 1.0000000E+000
 2.9003773E+001, 3.2348224E-001, 3.2348224E-001, 1.0000000E+000
 3.0004611E+001, 3.5175907E-001, 3.5175907E-001, 1.0000000E+000
 3.1000736E+001, 3.6644139E-001, 3.6644139E-001, 1.0000000E+000
