s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0091347E+000, 8.1924936E-002, 8.1924936E-002, 1.0000000E+000
 2.0090833E+000, 7.7533202E-002, 7.7533202E-002, 1.0000000E+000
 3.0028075E+000, 7.5932884E-002, 7.5932884E-002, 1.0000000E+000
 4.0069919E+000, 7.5339953E-002, 7.5339953E-002, 1.0000000E+000
 5.0019148E+000, 7.5125147E-002, 7.5125147E-002, 1.0000000E+000
 6.0036751E+000, 1.0620891E-001, 1.0620891E-001, 1.0000000E+000
 7.0025991E+000, 1.0119413E-001, 1.0119413E-001, 1.0000000E+000
 8.0045266E+000, 1.3230858E-001, 1.3230858E-001, 1.0000000E+000
 9.0046884E+000, 1.6245856E-001, 1.6245856E-001, 1.0000000E+000
 1.0000215E+001, 2.0197023E-001, 2.0197023E-001, 1.0000000E+000
 1.1001389E+001, 2.3542576E-001, 2.3542576E-001, 1.0000000E+000
 1.2003969E+001, 2.8461279E-001, 2.8461279E-001, 1.0000000E+000
 1.3001056E+001, 3.3657556E-001, 3.3657556E-001, 1.0000000E+000
 1.4000149E+001, 3.8536748E-001, 3.8536748E-001, 1.0000000E+000
 1.5004265E+001, 4.3070946E-001, 4.3070946E-001, 1.0000000E+000
 1.6002711E+001, 4.7330781E-001, 4.7330781E-001, 1.0000000E+000
 1.7005066E+001, 5.1251613E-001, 5.1251613E-001, 1.0000000E+000
 1.8001969E+001, 5.5112614E-001, 5.5112614E-001, 1.0000000E+000
 1.9000794E+001, 5.9251202E-001, 5.9251202E-001, 1.0000000E+000
 2.0004360E+001, 6.3282273E-001, 6.3282273E-001, 1.0000000E+000
 2.1001637E+001, 6.6921376E-001, 6.6921376E-001, 1.0000000E+000
 2.2000651E+001, 7.0450207E-001, 7.0450207E-001, 1.0000000E+000
 2.3002441E+001, 7.4778047E-001, 7.4778047E-001, 1.0000000E+000
 2.4002626E+001, 7.8589759E-001, 7.8589759E-001, 1.0000000E+000
 2.5002609E+001, 8.9104606E-001, 8.9104606E-001, 1.0000000E+000
 2.6001405E+001, 8.8089574E-001, 8.8089574E-001, 1.0000000E+000
 2.7001105E+001, 9.0806635E-001, 9.0806635E-001, 1.0000000E+000
 2.8001116E+001, 9.5729588E-001, 9.5729588E-001, 1.0000000E+000
 2.9002884E+001, 1.0180971E+000, 1.0180971E+000, 1.0000000E+000
 3.0000872E+001, 1.0819664E+000, 1.0819664E+000, 1.0000000E+000
 3.1001438E+001, 1.1617783E+000, 1.1617783E+000, 1.0000000E+000
