s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0043076E+000, 1.6709217E-001, 1.6709217E-001, 1.0000000E+000
 2.0045374E+000, 7.6990976E-002, 7.6990976E-002, 1.0000000E+000
 3.0074532E+000, 4.3984490E-002, 4.3984490E-002, 1.0000000E+000
 4.0006505E+000, 3.2004547E-002, 3.2004547E-002, 1.0000000E+000
 5.0040190E+000, 2.7557658E-002, 2.7557658E-002, 1.0000000E+000
 6.0058655E+000, 2.5935433E-002, 2.5935433E-002, 1.0000000E+000
 7.0071400E+000, 2.5342384E-002, 2.5342384E-002, 1.0000000E+000
 8.0014746E+000, 2.5126277E-002, 2.5126277E-002, 1.0000000E+000
 9.0059569E+000, 2.5046107E-002, 2.5046107E-002, 1.0000000E+000
 1.0003232E+001, 2.5016959E-002, 2.5016959E-002, 1.0000000E+000
 1.1004198E+001, 2.5006214E-002, 2.5006214E-002, 1.0000000E+000
 1.2000035E+001, 2.5002288E-002, 2.5002288E-002, 1.0000000E+000
 1.3002786E+001, 2.5000837E-002, 2.5000837E-002, 1.0000000E+000
 1.4001079E+001, 2.5000308E-002, 2.5000308E-002, 1.0000000E+000
 1.5001182E+001, 2.5000113E-002, 2.5000113E-002, 1.0000000E+000
 1.6002569E+001, 3.7545917E-002, 3.7545917E-002, 1.0000000E+000
 1.7006396E+001, 4.4590611E-002, 4.4590611E-002, 1.0000000E+000
 1.8001063E+001, 4.8952631E-002, 4.8952631E-002, 1.0000000E+000
 1.9000489E+001, 3.7893738E-002, 3.7893738E-002, 1.0000000E+000
 2.0005364E+001, 4.3326657E-002, 4.3326657E-002, 1.0000000E+000
 2.1000611E+001, 4.0956822E-002, 4.0956822E-002, 1.0000000E+000
 2.2005823E+001, 4.9231689E-002, 4.9231689E-002, 1.0000000E+000
 2.3006093E+001, 5.0936474E-002, 5.0936474E-002, 1.0000000E+000
 2.4000373E+001, 6.4731265E-002, 6.4731265E-002, 1.0000000E+000
 2.5005587E+001, 7.1252877E-002, 7.1252877E-002, 1.0000000E+000
 2.6003221E+001, 7.3622464E-002, 7.3622464E-002, 1.0000000E+000
 2.7004948E+001, 7.4495616E-002, 7.4495616E-002, 1.0000000E+000
 2.8004158E+001, 7.4814863E-002, 7.4814863E-002, 1.0000000E+000
 2.9002219E+001, 7.4931991E-002, 7.4931991E-002, 1.0000000E+000
 3.0004440E+001, 7.4975120E-002, 7.4975120E-002, 1.0000000E+000
 3.1000501E+001, 7.4990841E-002, 7.4990841E-002, 1.0000000E+000
