s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0091347E+000, 8.1924936E-002, 8.1924936E-002, 1.0000000E+000
 2.0090691E+000, 7.7533238E-002, 7.7533238E-002, 1.0000000E+000
 3.0027837E+000, 7.5932907E-002, 7.5932907E-002, 1.0000000E+000
 4.0069585E+000, 7.5339965E-002, 7.5339965E-002, 1.0000000E+000
 5.0071297E+000, 7.5492738E-002, 7.5492738E-002, 1.0000000E+000
 6.0031128E+000, 1.0676804E-001, 1.0676804E-001, 1.0000000E+000
 7.0050223E+000, 9.8691537E-002, 9.8691537E-002, 1.0000000E+000
 8.0045191E+000, 1.3391378E-001, 1.3391378E-001, 1.0000000E+000
 9.0057954E+000, 1.6399103E-001, 1.6399103E-001, 1.0000000E+000
 1.0005667E+001, 2.0262785E-001, 2.0262785E-001, 1.0000000E+000
 1.1003930E+001, 2.3611171E-001, 2.3611171E-001, 1.0000000E+000
 1.2003266E+001, 2.8448060E-001, 2.8448060E-001, 1.0000000E+000
 1.3000362E+001, 3.3634767E-001, 3.3634767E-001, 1.0000000E+000
 1.4001517E+001, 3.8592693E-001, 3.8592693E-001, 1.0000000E+000
 1.5003953E+001, 4.3219521E-001, 4.3219521E-001, 1.0000000E+000
 1.6003127E+001, 4.7390708E-001, 4.7390708E-001, 1.0000000E+000
 1.7005006E+001, 5.1373014E-001, 5.1373014E-001, 1.0000000E+000
 1.8001767E+001, 5.5114858E-001, 5.5114858E-001, 1.0000000E+000
 1.9000540E+001, 5.9387001E-001, 5.9387001E-001, 1.0000000E+000
 2.0002346E+001, 6.3257304E-001, 6.3257304E-001, 1.0000000E+000
 2.1004016E+001, 6.7016999E-001, 6.7016999E-001, 1.0000000E+000
 2.2002127E+001, 7.0484611E-001, 7.0484611E-001, 1.0000000E+000
 2.3000486E+001, 7.4881063E-001, 7.4881063E-001, 1.0000000E+000
 2.4001823E+001, 8.5899005E-001, 8.5899005E-001, 1.0000000E+000
 2.5000738E+001, 8.5063004E-001, 8.5063004E-001, 1.0000000E+000
 2.6003866E+001, 8.6977611E-001, 8.6977611E-001, 1.0000000E+000
 2.7004144E+001, 9.0473964E-001, 9.0473964E-001, 1.0000000E+000
 2.8001987E+001, 9.7242768E-001, 9.7242768E-001, 1.0000000E+000
 2.9003611E+001, 9.9587906E-001, 9.9587906E-001, 1.0000000E+000
 3.0000588E+001, 1.0668038E+000, 1.0668038E+000, 1.0000000E+000
 3.1003962E+001, 1.0813457E+000, 1.0813457E+000, 1.0000000E+000
