s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0068856E+000, 4.0626867E-002, 4.0626867E-002, 1.0000000E+000
 2.0020627E+000, 3.6772185E-002, 3.6772185E-002, 1.0000000E+000
 3.0085390E+000, 5.0447793E-002, 5.0447793E-002, 1.0000000E+000
 4.0068681E+000, 4.4632109E-002, 4.4632109E-002, 1.0000000E+000
 5.0089844E+000, 4.4843076E-002, 4.4843076E-002, 1.0000000E+000
 6.0080734E+000, 5.7083757E-002, 5.7083757E-002, 1.0000000E+000
 7.0070419E+000, 6.7900379E-002, 6.7900379E-002, 1.0000000E+000
 8.0003032E+000, 7.2383473E-002, 7.2383473E-002, 1.0000000E+000
 9.0023689E+000, 7.4044362E-002, 7.4044362E-002, 1.0000000E+000
 1.0002822E+001, 6.6774861E-002, 6.6774861E-002, 1.0000000E+000
 1.1002215E+001, 4.0299273E-002, 4.0299273E-002, 1.0000000E+000
 1.2005203E+001, 3.0586137E-002, 3.0586137E-002, 1.0000000E+000
 1.3002891E+001, 2.7051769E-002, 2.7051769E-002, 1.0000000E+000
 1.4005986E+001, 2.5749884E-002, 2.5749884E-002, 1.0000000E+000
 1.5000428E+001, 5.3132829E-002, 5.3132829E-002, 1.0000000E+000
 1.6000851E+001, 6.6987802E-002, 6.6987802E-002, 1.0000000E+000
 1.7003059E+001, 7.2069809E-002, 7.2069809E-002, 1.0000000E+000
 1.8005905E+001, 7.3929516E-002, 7.3929516E-002, 1.0000000E+000
 1.9005997E+001, 1.0260550E-001, 1.0260550E-001, 1.0000000E+000
 2.0003302E+001, 1.1676902E-001, 1.1676902E-001, 1.0000000E+000
 2.1006777E+001, 1.2199416E-001, 1.2199416E-001, 1.0000000E+000
 2.2001122E+001, 1.2389255E-001, 1.2389255E-001, 1.0000000E+000
 2.3002360E+001, 1.5001736E-001, 1.5001736E-001, 1.0000000E+000
 2.4004895E+001, 1.6586944E-001, 1.6586944E-001, 1.0000000E+000
 2.5000871E+001, 1.7164164E-001, 1.7164164E-001, 1.0000000E+000
 2.6001205E+001, 1.7377020E-001, 1.7377020E-001, 1.0000000E+000
 2.7006145E+001, 1.7455177E-001, 1.7455177E-001, 1.0000000E+000
 2.8004094E+001, 2.0554528E-001, 2.0554528E-001, 1.0000000E+000
 2.9007007E+001, 2.1789299E-001, 2.1789299E-001, 1.0000000E+000
 3.0003993E+001, 2.2238725E-001, 2.2238725E-001, 1.0000000E+000
 3.1003766E+001, 2.2404250E-001, 2.2404250E-001, 1.0000000E+000
