s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0057598E+000, 8.8621677E-002, 8.8621677E-002, 1.0000000E+000
 2.0008120E+000, 1.1033000E-001, 1.1033000E-001, 1.0000000E+000
 3.0049055E+000, 1.1965255E-001, 1.1965255E-001, 1.0000000E+000
 4.0101824E+000, 1.3700631E-001, 1.3700631E-001, 1.0000000E+000
 5.0020478E+000, 1.2943068E-001, 1.2943068E-001, 1.0000000E+000
 6.0047566E+000, 1.2661971E-001, 1.2661971E-001, 1.0000000E+000
 7.0009124E+000, 1.4297644E-001, 1.4297644E-001, 1.0000000E+000
 8.0041278E+000, 1.6832746E-001, 1.6832746E-001, 1.0000000E+000
 9.0014771E+000, 1.8320206E-001, 1.8320206E-001, 1.0000000E+000
 1.0002473E+001, 2.0182615E-001, 2.0182615E-001, 1.0000000E+000
 1.1001934E+001, 2.1905987E-001, 2.1905987E-001, 1.0000000E+000
 1.2004259E+001, 2.2810709E-001, 2.2810709E-001, 1.0000000E+000
 1.3005309E+001, 3.8718191E-001, 3.8718191E-001, 1.0000000E+000
 1.4000690E+001, 4.9329664E-001, 4.9329664E-001, 1.0000000E+000
 1.5002453E+001, 5.7238637E-001, 5.7238637E-001, 1.0000000E+000
 1.6001984E+001, 6.5134788E-001, 6.5134788E-001, 1.0000000E+000
 1.7005481E+001, 7.2104424E-001, 7.2104424E-001, 1.0000000E+000
 1.8002799E+001, 7.9180122E-001, 7.9180122E-001, 1.0000000E+000
 1.9001754E+001, 8.6203593E-001, 8.6203593E-001, 1.0000000E+000
 2.0001259E+001, 9.3140886E-001, 9.3140886E-001, 1.0000000E+000
 2.1000181E+001, 1.0105699E+000, 1.0105699E+000, 1.0000000E+000
 2.2003204E+001, 1.1527733E+000, 1.1527733E+000, 1.0000000E+000
 2.3001369E+001, 1.2936110E+000, 1.2936110E+000, 1.0000000E+000
 2.4003959E+001, 1.3650965E+000, 1.3650965E+000, 1.0000000E+000
 2.5000439E+001, 1.6551311E+000, 1.6551311E+000, 1.0000000E+000
 2.6004332E+001, 1.7783579E+000, 1.7783579E+000, 1.0000000E+000
 2.7003406E+001, 1.9580650E+000, 1.9580650E+000, 1.0000000E+000
 2.8001680E+001, 2.0785496E+000, 2.0785496E+000, 1.0000000E+000
 2.9001419E+001, 2.2166371E+000, 2.2166371E+000, 1.0000000E+000
 3.0000199E+001, 2.4227107E+000, 2.4227107E+000, 1.0000000E+000
 3.1001921E+001, 2.4870418E+000, 2.4870418E+000, 1.0000000E+000
