s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0118322E+000, 7.8170128E-002, 7.8170128E-002, 1.0000000E+000
 2.0075554E+000, 5.2009914E-002, 5.2009914E-002, 1.0000000E+000
 3.0041553E+000, 4.8006574E-002, 4.8006574E-002, 1.0000000E+000
 4.0110801E+000, 5.2247516E-002, 5.2247516E-002, 1.0000000E+000
 5.0010988E+000, 4.8025996E-002, 4.8025996E-002, 1.0000000E+000
 6.0026413E+000, 3.3419417E-002, 3.3419417E-002, 1.0000000E+000
 7.0058030E+000, 2.8075443E-002, 2.8075443E-002, 1.0000000E+000
 8.0002595E+000, 5.1004248E-002, 5.1004248E-002, 1.0000000E+000
 9.0000113E+000, 6.6193526E-002, 6.6193526E-002, 1.0000000E+000
 1.0000311E+001, 7.9375179E-002, 7.9375179E-002, 1.0000000E+000
 1.1002246E+001, 1.0830364E-001, 1.0830364E-001, 1.0000000E+000
 1.2003543E+001, 1.1888508E-001, 1.1888508E-001, 1.0000000E+000
 1.3001204E+001, 1.2275212E-001, 1.2275212E-001, 1.0000000E+000
 1.4004342E+001, 1.2417847E-001, 1.2417847E-001, 1.0000000E+000
 1.5003898E+001, 1.4375929E-001, 1.4375929E-001, 1.0000000E+000
 1.6002138E+001, 1.6351762E-001, 1.6351762E-001, 1.0000000E+000
 1.7005649E+001, 1.7080359E-001, 1.7080359E-001, 1.0000000E+000
 1.8003095E+001, 1.4061700E-001, 1.4061700E-001, 1.0000000E+000
 1.9003239E+001, 1.5437759E-001, 1.5437759E-001, 1.0000000E+000
 2.0004421E+001, 1.6744289E-001, 1.6744289E-001, 1.0000000E+000
 2.1000909E+001, 1.9582159E-001, 1.9582159E-001, 1.0000000E+000
 2.2000835E+001, 2.1429679E-001, 2.1429679E-001, 1.0000000E+000
 2.3001953E+001, 2.5168793E-001, 2.5168793E-001, 1.0000000E+000
 2.4004690E+001, 2.9134871E-001, 2.9134871E-001, 1.0000000E+000
 2.5000721E+001, 3.1695499E-001, 3.1695499E-001, 1.0000000E+000
 2.6003538E+001, 3.5376090E-001, 3.5376090E-001, 1.0000000E+000
 2.7004040E+001, 3.8890552E-001, 3.8890552E-001, 1.0000000E+000
 2.8003729E+001, 4.1607179E-001, 4.1607179E-001, 1.0000000E+000
 2.9000856E+001, 4.5019836E-001, 4.5019836E-001, 1.0000000E+000
 3.0001340E+001, 4.7359206E-001, 4.7359206E-001, 1.0000000E+000
 3.1003686E+001, 5.0617369E-001, 5.0617369E-001, 1.0000000E+000
