s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0044162E+000, 4.0342787E-002, 4.0342787E-002, 1.0000000E+000
 2.0075025E+000, 4.0322986E-002, 4.0322986E-002, 1.0000000E+000
 3.0096175E+000, 4.0278723E-002, 4.0278723E-002, 1.0000000E+000
 4.0022865E+000, 3.2180183E-002, 3.2180183E-002, 1.0000000E+000
 5.0021156E+000, 2.7628585E-002, 2.7628585E-002, 1.0000000E+000
 6.0075637E+000, 2.5956963E-002, 2.5956963E-002, 1.0000000E+000
 7.0094802E+000, 2.5349580E-002, 2.5349580E-002, 1.0000000E+000
 8.0070676E+000, 2.5128304E-002, 2.5128304E-002, 1.0000000E+000
 9.0058449E+000, 2.5047089E-002, 2.5047089E-002, 1.0000000E+000
 1.0000724E+001, 2.5017362E-002, 2.5017362E-002, 1.0000000E+000
 1.1001009E+001, 2.5006367E-002, 2.5006367E-002, 1.0000000E+000
 1.2001311E+001, 4.9069904E-002, 4.9069904E-002, 1.0000000E+000
 1.3001713E+001, 6.5490042E-002, 6.5490042E-002, 1.0000000E+000
 1.4000951E+001, 7.1508906E-002, 7.1508906E-002, 1.0000000E+000
 1.5001773E+001, 7.3720457E-002, 7.3720457E-002, 1.0000000E+000
 1.6003510E+001, 1.0116125E-001, 1.0116125E-001, 1.0000000E+000
 1.7000308E+001, 1.1622988E-001, 1.1622988E-001, 1.0000000E+000
 1.8003304E+001, 1.2179330E-001, 1.2179330E-001, 1.0000000E+000
 1.9000755E+001, 1.2382083E-001, 1.2382083E-001, 1.0000000E+000
 2.0003855E+001, 1.2456892E-001, 1.2456892E-001, 1.0000000E+000
 2.1004782E+001, 1.4934815E-001, 1.4934815E-001, 1.0000000E+000
 2.2001795E+001, 1.6556249E-001, 1.6556249E-001, 1.0000000E+000
 2.3001432E+001, 1.7153759E-001, 1.7153759E-001, 1.0000000E+000
 2.4004404E+001, 2.0019214E-001, 2.0019214E-001, 1.0000000E+000
 2.5000439E+001, 2.1586477E-001, 2.1586477E-001, 1.0000000E+000
 2.6005862E+001, 2.2166776E-001, 2.2166776E-001, 1.0000000E+000
 2.7002192E+001, 2.5398142E-001, 2.5398142E-001, 1.0000000E+000
 2.8002324E+001, 2.6729239E-001, 2.6729239E-001, 1.0000000E+000
 2.9002580E+001, 2.7217412E-001, 2.7217412E-001, 1.0000000E+000
 3.0001214E+001, 2.8684399E-001, 2.8684399E-001, 1.0000000E+000
 3.1003433E+001, 3.1103447E-001, 3.1103447E-001, 1.0000000E+000
