s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0068028E+000, 9.2720808E-002, 9.2720808E-002, 1.0000000E+000
 2.0085523E+000, 8.1470789E-002, 8.1470789E-002, 1.0000000E+000
 3.0047464E+000, 7.7377108E-002, 7.7377108E-002, 1.0000000E+000
 4.0032445E+000, 7.5871368E-002, 7.5871368E-002, 1.0000000E+000
 5.0100483E+000, 7.5316676E-002, 7.5316676E-002, 1.0000000E+000
 6.0028181E+000, 7.5116801E-002, 7.5116801E-002, 1.0000000E+000
 7.0006306E+000, 8.8202221E-002, 8.8202221E-002, 1.0000000E+000
 8.0078532E+000, 1.1161112E-001, 1.1161112E-001, 1.0000000E+000
 9.0078886E+000, 1.2009500E-001, 1.2009500E-001, 1.0000000E+000
 1.0004129E+001, 1.5022441E-001, 1.5022441E-001, 1.0000000E+000
 1.1002000E+001, 1.6590275E-001, 1.6590275E-001, 1.0000000E+000
 1.2003378E+001, 1.7167217E-001, 1.7167217E-001, 1.0000000E+000
 1.3004193E+001, 1.9629067E-001, 1.9629067E-001, 1.0000000E+000
 1.4004744E+001, 2.1449085E-001, 2.1449085E-001, 1.0000000E+000
 1.5007830E+001, 2.2116320E-001, 2.2116320E-001, 1.0000000E+000
 1.6008433E+001, 2.2359532E-001, 2.2359532E-001, 1.0000000E+000
 1.7002213E+001, 2.5156186E-001, 2.5156186E-001, 1.0000000E+000
 1.8009588E+001, 2.6647999E-001, 2.6647999E-001, 1.0000000E+000
 1.9000202E+001, 2.7184995E-001, 2.7184995E-001, 1.0000000E+000
 2.0004195E+001, 2.7385068E-001, 2.7385068E-001, 1.0000000E+000
 2.1007232E+001, 2.9753731E-001, 2.9753731E-001, 1.0000000E+000
 2.2001773E+001, 3.1535502E-001, 3.1535502E-001, 1.0000000E+000
 2.3000022E+001, 3.5224124E-001, 3.5224124E-001, 1.0000000E+000
 2.4003434E+001, 3.6787193E-001, 3.6787193E-001, 1.0000000E+000
 2.5001299E+001, 4.5205973E-001, 4.5205973E-001, 1.0000000E+000
 2.6000245E+001, 4.5542706E-001, 4.5542706E-001, 1.0000000E+000
 2.7001633E+001, 5.0326009E-001, 5.0326009E-001, 1.0000000E+000
 2.8004052E+001, 5.3942412E-001, 5.3942412E-001, 1.0000000E+000
 2.9001098E+001, 6.4244040E-001, 6.4244040E-001, 1.0000000E+000
 3.0004108E+001, 7.3733478E-001, 7.3733478E-001, 1.0000000E+000
 3.1007197E+001, 8.8553327E-001, 8.8553327E-001, 1.0000000E+000
