s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0067846E+000, 1.1895207E-001, 1.1895207E-001, 1.0000000E+000
 2.0077770E+000, 1.2278990E-001, 1.2278990E-001, 1.0000000E+000
 3.0082109E+000, 1.4898466E-001, 1.4898466E-001, 1.0000000E+000
 4.0052461E+000, 1.7614590E-001, 1.7614590E-001, 1.0000000E+000
 5.0067521E+000, 1.7775518E-001, 1.7775518E-001, 1.0000000E+000
 6.0046300E+000, 1.8724053E-001, 1.8724053E-001, 1.0000000E+000
 7.0083385E+000, 2.0996372E-001, 2.0996372E-001, 1.0000000E+000
 8.0037059E+000, 1.9393261E-001, 1.9393261E-001, 1.0000000E+000
 9.0054700E+000, 2.4274097E-001, 2.4274097E-001, 1.0000000E+000
 1.0000725E+001, 3.2819161E-001, 3.2819161E-001, 1.0000000E+000
 1.1008246E+001, 4.1827859E-001, 4.1827859E-001, 1.0000000E+000
 1.2006256E+001, 5.0218304E-001, 5.0218304E-001, 1.0000000E+000
 1.3000670E+001, 6.2637253E-001, 6.2637253E-001, 1.0000000E+000
 1.4003903E+001, 7.6422034E-001, 7.6422034E-001, 1.0000000E+000
 1.5002423E+001, 8.9535249E-001, 8.9535249E-001, 1.0000000E+000
 1.6001596E+001, 1.0073732E+000, 1.0073732E+000, 1.0000000E+000
 1.7000394E+001, 1.0992409E+000, 1.0992409E+000, 1.0000000E+000
 1.8005850E+001, 1.1831662E+000, 1.1831662E+000, 1.0000000E+000
 1.9001881E+001, 1.2570429E+000, 1.2570429E+000, 1.0000000E+000
 2.0007344E+001, 1.3481323E+000, 1.3481323E+000, 1.0000000E+000
 2.1004952E+001, 1.4113129E+000, 1.4113129E+000, 1.0000000E+000
 2.2003316E+001, 1.4950722E+000, 1.4950722E+000, 1.0000000E+000
 2.3001089E+001, 1.5849081E+000, 1.5849081E+000, 1.0000000E+000
 2.4004443E+001, 1.6363588E+000, 1.6363588E+000, 1.0000000E+000
 2.5008019E+001, 1.7242300E+000, 1.7242300E+000, 1.0000000E+000
 2.6003622E+001, 1.7912627E+000, 1.7912627E+000, 1.0000000E+000
 2.7004537E+001, 1.8563118E+000, 1.8563118E+000, 1.0000000E+000
 2.8005493E+001, 1.9373433E+000, 1.9373433E+000, 1.0000000E+000
 2.9001461E+001, 2.0112222E+000, 2.0112222E+000, 1.0000000E+000
 3.0000508E+001, 2.0753629E+000, 2.0753629E+000, 1.0000000E+000
 3.1001120E+001, 2.1400957E+000, 2.1400957E+000, 1.0000000E+000
