s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0037595E+000, 8.3874298E-002, 8.3874298E-002, 1.0000000E+000
 2.0080373E+000, 7.8233404E-002, 7.8233404E-002, 1.0000000E+000
 3.0017437E+000, 7.6190698E-002, 7.6190698E-002, 1.0000000E+000
 4.0060215E+000, 6.3042148E-002, 6.3042148E-002, 1.0000000E+000
 5.0102993E+000, 4.4241832E-002, 4.4241832E-002, 1.0000000E+000
 6.0039789E+000, 5.7791495E-002, 5.7791495E-002, 1.0000000E+000
 7.0052407E+000, 6.4542628E-002, 6.4542628E-002, 1.0000000E+000
 8.0035644E+000, 8.8043076E-002, 8.8043076E-002, 1.0000000E+000
 9.0040208E+000, 1.0087766E-001, 1.0087766E-001, 1.0000000E+000
 1.0006891E+001, 9.6871807E-002, 9.6871807E-002, 1.0000000E+000
 1.1005277E+001, 1.2896131E-001, 1.2896131E-001, 1.0000000E+000
 1.2000719E+001, 2.1223342E-001, 2.1223342E-001, 1.0000000E+000
 1.3002060E+001, 2.7034799E-001, 2.7034799E-001, 1.0000000E+000
 1.4001731E+001, 2.6424530E-001, 2.6424530E-001, 1.0000000E+000
 1.5003667E+001, 3.8287974E-001, 3.8287974E-001, 1.0000000E+000
 1.6003182E+001, 4.2121902E-001, 4.2121902E-001, 1.0000000E+000
 1.7003674E+001, 5.5706488E-001, 5.5706488E-001, 1.0000000E+000
 1.8004122E+001, 6.9044500E-001, 6.9044500E-001, 1.0000000E+000
 1.9000609E+001, 7.8561619E-001, 7.8561619E-001, 1.0000000E+000
 2.0002541E+001, 8.6982977E-001, 8.6982977E-001, 1.0000000E+000
 2.1001714E+001, 9.5364176E-001, 9.5364176E-001, 1.0000000E+000
 2.2000996E+001, 1.0555079E+000, 1.0555079E+000, 1.0000000E+000
 2.3002062E+001, 1.1974787E+000, 1.1974787E+000, 1.0000000E+000
 2.4002785E+001, 1.3335569E+000, 1.3335569E+000, 1.0000000E+000
 2.5002981E+001, 1.6674222E+000, 1.6674222E+000, 1.0000000E+000
 2.6003228E+001, 1.8461695E+000, 1.8461695E+000, 1.0000000E+000
 2.7003932E+001, 2.0716846E+000, 2.0716846E+000, 1.0000000E+000
 2.8002166E+001, 2.4221378E+000, 2.4221378E+000, 1.0000000E+000
 2.9000322E+001, 2.4125428E+000, 2.4125428E+000, 1.0000000E+000
 3.0001642E+001, 2.6237202E+000, 2.6237202E+000, 1.0000000E+000
 3.1003715E+001, 2.6735541E+000, 2.6735541E+000, 1.0000000E+000
