s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0159681E+000, 1.0006117E-001, 1.0006117E-001, 1.0000000E+000
 2.0115021E+000, 6.6458562E-002, 6.6458562E-002, 1.0000000E+000
 3.0070292E+000, 5.2514451E-002, 5.2514451E-002, 1.0000000E+000
 4.0068091E+000, 5.6111316E-002, 5.6111316E-002, 1.0000000E+000
 5.0128661E+000, 3.9473424E-002, 3.9473424E-002, 1.0000000E+000
 6.0012048E+000, 4.1654687E-002, 4.1654687E-002, 1.0000000E+000
 7.0006109E+000, 3.2036523E-002, 3.2036523E-002, 1.0000000E+000
 8.0045037E+000, 3.9855847E-002, 3.9855847E-002, 1.0000000E+000
 9.0024569E+000, 6.2090065E-002, 6.2090065E-002, 1.0000000E+000
 1.0002364E+001, 7.0265609E-002, 7.0265609E-002, 1.0000000E+000
 1.1001802E+001, 9.9007712E-002, 9.9007712E-002, 1.0000000E+000
 1.2001916E+001, 1.4286557E-001, 1.4286557E-001, 1.0000000E+000
 1.3004976E+001, 1.7320583E-001, 1.7320583E-001, 1.0000000E+000
 1.4003027E+001, 2.0596255E-001, 2.0596255E-001, 1.0000000E+000
 1.5000939E+001, 2.4962334E-001, 2.4962334E-001, 1.0000000E+000
 1.6001587E+001, 2.8925576E-001, 2.8925576E-001, 1.0000000E+000
 1.7000448E+001, 3.2115726E-001, 3.2115726E-001, 1.0000000E+000
 1.8000714E+001, 3.5525434E-001, 3.5525434E-001, 1.0000000E+000
 1.9001625E+001, 3.9561347E-001, 3.9561347E-001, 1.0000000E+000
 2.0000186E+001, 4.3481211E-001, 4.3481211E-001, 1.0000000E+000
 2.1003591E+001, 4.7126174E-001, 4.7126174E-001, 1.0000000E+000
 2.2002989E+001, 5.0559162E-001, 5.0559162E-001, 1.0000000E+000
 2.3003600E+001, 5.4098090E-001, 5.4098090E-001, 1.0000000E+000
 2.4002991E+001, 5.7695973E-001, 5.7695973E-001, 1.0000000E+000
 2.5005848E+001, 6.2558883E-001, 6.2558883E-001, 1.0000000E+000
 2.6000383E+001, 6.7079097E-001, 6.7079097E-001, 1.0000000E+000
 2.7001092E+001, 6.9401963E-001, 6.9401963E-001, 1.0000000E+000
 2.8003973E+001, 7.3673401E-001, 7.3673401E-001, 1.0000000E+000
 2.9001410E+001, 7.6853233E-001, 7.6853233E-001, 1.0000000E+000
 3.0003789E+001, 8.2663302E-001, 8.2663302E-001, 1.0000000E+000
 3.1002317E+001, 8.7727635E-001, 8.7727635E-001, 1.0000000E+000
