s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0096568E+000, 4.5554459E-002, 4.5554459E-002, 1.0000000E+000
 2.0074616E+000, 3.2530434E-002, 3.2530434E-002, 1.0000000E+000
 3.0003104E+000, 2.7771703E-002, 2.7771703E-002, 1.0000000E+000
 4.0071027E+000, 2.6006194E-002, 2.6006194E-002, 1.0000000E+000
 5.0119409E+000, 2.5365900E-002, 2.5365900E-002, 1.0000000E+000
 6.0112075E+000, 2.5133749E-002, 2.5133749E-002, 1.0000000E+000
 7.0026189E+000, 2.5049414E-002, 2.5049414E-002, 1.0000000E+000
 8.0110987E+000, 2.5017934E-002, 2.5017934E-002, 1.0000000E+000
 9.0008330E+000, 2.5006635E-002, 2.5006635E-002, 1.0000000E+000
 1.0003214E+001, 2.5002426E-002, 2.5002426E-002, 1.0000000E+000
 1.1006740E+001, 2.5000886E-002, 2.5000886E-002, 1.0000000E+000
 1.2002277E+001, 2.5000326E-002, 2.5000326E-002, 1.0000000E+000
 1.3004970E+001, 2.5000119E-002, 2.5000119E-002, 1.0000000E+000
 1.4000849E+001, 2.5000044E-002, 2.5000044E-002, 1.0000000E+000
 1.5001601E+001, 2.5000016E-002, 2.5000016E-002, 1.0000000E+000
 1.6004260E+001, 2.5000006E-002, 2.5000006E-002, 1.0000000E+000
 1.7000099E+001, 2.5000002E-002, 2.5000002E-002, 1.0000000E+000
 1.8005342E+001, 2.5000001E-002, 2.5000001E-002, 1.0000000E+000
 1.9003449E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0004339E+001, 3.6191475E-002, 3.6191475E-002, 1.0000000E+000
 2.1006063E+001, 6.0793207E-002, 6.0793207E-002, 1.0000000E+000
 2.2003222E+001, 6.9778813E-002, 6.9778813E-002, 1.0000000E+000
 2.3006900E+001, 7.3094237E-002, 7.3094237E-002, 1.0000000E+000
 2.4004507E+001, 7.4299785E-002, 7.4299785E-002, 1.0000000E+000
 2.5002787E+001, 7.4742740E-002, 7.4742740E-002, 1.0000000E+000
 2.6005070E+001, 7.4905839E-002, 7.4905839E-002, 1.0000000E+000
 2.7003862E+001, 1.0573724E-001, 1.0573724E-001, 1.0000000E+000
 2.8006208E+001, 1.1795489E-001, 1.1795489E-001, 1.0000000E+000
 2.9001476E+001, 1.2240552E-001, 1.2240552E-001, 1.0000000E+000
 3.0004437E+001, 1.2405151E-001, 1.2405151E-001, 1.0000000E+000
 3.1004081E+001, 1.2465197E-001, 1.2465197E-001, 1.0000000E+000
