s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0034877E+000, 1.0850557E-001, 1.0850557E-001, 1.0000000E+000
 2.0063643E+000, 1.2233236E-001, 1.2233236E-001, 1.0000000E+000
 3.0092409E+000, 1.2631376E-001, 1.2631376E-001, 1.0000000E+000
 4.0014485E+000, 1.2245250E-001, 1.2245250E-001, 1.0000000E+000
 5.0043251E+000, 1.1619559E-001, 1.1619559E-001, 1.0000000E+000
 6.0072017E+000, 1.2157181E-001, 1.2157181E-001, 1.0000000E+000
 7.0071157E+000, 1.2555938E-001, 1.2555938E-001, 1.0000000E+000
 8.0010335E+000, 1.1445831E-001, 1.1445831E-001, 1.0000000E+000
 9.0011632E+000, 1.1958190E-001, 1.1958190E-001, 1.0000000E+000
 1.0003364E+001, 1.2210570E-001, 1.2210570E-001, 1.0000000E+000
 1.1003704E+001, 1.2014308E-001, 1.2014308E-001, 1.0000000E+000
 1.2002879E+001, 1.2420039E-001, 1.2420039E-001, 1.0000000E+000
 1.3003587E+001, 1.2315195E-001, 1.2315195E-001, 1.0000000E+000
 1.4001955E+001, 1.1078019E-001, 1.1078019E-001, 1.0000000E+000
 1.5004990E+001, 1.1186383E-001, 1.1186383E-001, 1.0000000E+000
 1.6007886E+001, 1.2766196E-001, 1.2766196E-001, 1.0000000E+000
 1.7006669E+001, 1.3983106E-001, 1.3983106E-001, 1.0000000E+000
 1.8006449E+001, 1.4511369E-001, 1.4511369E-001, 1.0000000E+000
 1.9000877E+001, 1.4536327E-001, 1.4536327E-001, 1.0000000E+000
 2.0001733E+001, 1.6555733E-001, 1.6555733E-001, 1.0000000E+000
 2.1004732E+001, 2.1442094E-001, 2.1442094E-001, 1.0000000E+000
 2.2001547E+001, 2.1834727E-001, 2.1834727E-001, 1.0000000E+000
 2.3005963E+001, 1.6118963E-001, 1.6118963E-001, 1.0000000E+000
 2.4004399E+001, 1.5417559E-001, 1.5417559E-001, 1.0000000E+000
 2.5002742E+001, 1.6677382E-001, 1.6677382E-001, 1.0000000E+000
 2.6004812E+001, 2.0373991E-001, 2.0373991E-001, 1.0000000E+000
 2.7005387E+001, 1.8918926E-001, 1.8918926E-001, 1.0000000E+000
 2.8000298E+001, 2.5287226E-001, 2.5287226E-001, 1.0000000E+000
 2.9005139E+001, 2.6174272E-001, 2.6174272E-001, 1.0000000E+000
 3.0003088E+001, 2.5698713E-001, 2.5698713E-001, 1.0000000E+000
 3.1002240E+001, 2.3993017E-001, 2.3993017E-001, 1.0000000E+000
