s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0064414E+000, 8.4988203E-002, 8.4988203E-002, 1.0000000E+000
 2.0105807E+000, 7.8639555E-002, 7.8639555E-002, 1.0000000E+000
 3.0077486E+000, 7.4210420E-002, 7.4210420E-002, 1.0000000E+000
 4.0016995E+000, 7.4709194E-002, 7.4709194E-002, 1.0000000E+000
 5.0031350E+000, 7.4893711E-002, 7.4893711E-002, 1.0000000E+000
 6.0019717E+000, 7.4961020E-002, 7.4961020E-002, 1.0000000E+000
 7.0025886E+000, 7.4985714E-002, 7.4985714E-002, 1.0000000E+000
 8.0005998E+000, 7.4994751E-002, 7.4994751E-002, 1.0000000E+000
 9.0008984E+000, 4.4911426E-002, 4.4911426E-002, 1.0000000E+000
 1.0005826E+001, 8.9491032E-002, 8.9491032E-002, 1.0000000E+000
 1.1001779E+001, 1.0481763E-001, 1.0481763E-001, 1.0000000E+000
 1.2002120E+001, 1.2054633E-001, 1.2054633E-001, 1.0000000E+000
 1.3005814E+001, 1.5510344E-001, 1.5510344E-001, 1.0000000E+000
 1.4000428E+001, 1.6766396E-001, 1.6766396E-001, 1.0000000E+000
 1.5002205E+001, 1.8037706E-001, 1.8037706E-001, 1.0000000E+000
 1.6003155E+001, 2.0864329E-001, 2.0864329E-001, 1.0000000E+000
 1.7003456E+001, 2.1900237E-001, 2.1900237E-001, 1.0000000E+000
 1.8001037E+001, 2.2279405E-001, 2.2279405E-001, 1.0000000E+000
 1.9001857E+001, 2.3842225E-001, 2.3842225E-001, 1.0000000E+000
 2.0004031E+001, 2.4896534E-001, 2.4896534E-001, 1.0000000E+000
 2.1002377E+001, 2.6542881E-001, 2.6542881E-001, 1.0000000E+000
 2.2001467E+001, 2.9683116E-001, 2.9683116E-001, 1.0000000E+000
 2.3003998E+001, 3.3228049E-001, 3.3228049E-001, 1.0000000E+000
 2.4000788E+001, 3.5976657E-001, 3.5976657E-001, 1.0000000E+000
 2.5000379E+001, 4.0104880E-001, 4.0104880E-001, 1.0000000E+000
 2.6000879E+001, 4.3711285E-001, 4.3711285E-001, 1.0000000E+000
 2.7004432E+001, 4.6342911E-001, 4.6342911E-001, 1.0000000E+000
 2.8001526E+001, 5.0233462E-001, 5.0233462E-001, 1.0000000E+000
 2.9004678E+001, 5.2934743E-001, 5.2934743E-001, 1.0000000E+000
 3.0002738E+001, 5.5821677E-001, 5.5821677E-001, 1.0000000E+000
 3.1004204E+001, 5.8543325E-001, 5.8543325E-001, 1.0000000E+000
