s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0159680E+000, 1.0006117E-001, 1.0006117E-001, 1.0000000E+000
 2.0113244E+000, 6.6460675E-002, 6.6460675E-002, 1.0000000E+000
 3.0065051E+000, 4.8104955E-002, 4.8104955E-002, 1.0000000E+000
 4.0053228E+000, 5.4088526E-002, 5.4088526E-002, 1.0000000E+000
 5.0021037E+000, 4.3256742E-002, 4.3256742E-002, 1.0000000E+000
 6.0012944E+000, 4.0958711E-002, 4.0958711E-002, 1.0000000E+000
 7.0065533E+000, 3.2438816E-002, 3.2438816E-002, 1.0000000E+000
 8.0034973E+000, 4.5941895E-002, 4.5941895E-002, 1.0000000E+000
 9.0053289E+000, 6.4364823E-002, 6.4364823E-002, 1.0000000E+000
 1.0004113E+001, 7.1095846E-002, 7.1095846E-002, 1.0000000E+000
 1.1001970E+001, 9.9342247E-002, 9.9342247E-002, 1.0000000E+000
 1.2001014E+001, 1.4363332E-001, 1.4363332E-001, 1.0000000E+000
 1.3005261E+001, 1.7436258E-001, 1.7436258E-001, 1.0000000E+000
 1.4001489E+001, 2.0906540E-001, 2.0906540E-001, 1.0000000E+000
 1.5001953E+001, 2.5082915E-001, 2.5082915E-001, 1.0000000E+000
 1.6004876E+001, 2.8721201E-001, 2.8721201E-001, 1.0000000E+000
 1.7002629E+001, 3.2320164E-001, 3.2320164E-001, 1.0000000E+000
 1.8000786E+001, 3.5774591E-001, 3.5774591E-001, 1.0000000E+000
 1.9003419E+001, 3.9646604E-001, 3.9646604E-001, 1.0000000E+000
 2.0001948E+001, 4.3279370E-001, 4.3279370E-001, 1.0000000E+000
 2.1000069E+001, 4.6752933E-001, 4.6752933E-001, 1.0000000E+000
 2.2003760E+001, 5.0976963E-001, 5.0976963E-001, 1.0000000E+000
 2.3001192E+001, 5.4551877E-001, 5.4551877E-001, 1.0000000E+000
 2.4001218E+001, 5.8786924E-001, 5.8786924E-001, 1.0000000E+000
 2.5002196E+001, 6.2555375E-001, 6.2555375E-001, 1.0000000E+000
 2.6002255E+001, 6.6036701E-001, 6.6036701E-001, 1.0000000E+000
 2.7003190E+001, 6.8566335E-001, 6.8566335E-001, 1.0000000E+000
 2.8001958E+001, 7.2636922E-001, 7.2636922E-001, 1.0000000E+000
 2.9002807E+001, 7.7329213E-001, 7.7329213E-001, 1.0000000E+000
 3.0002186E+001, 8.3755337E-001, 8.3755337E-001, 1.0000000E+000
 3.1004996E+001, 8.5766890E-001, 8.5766890E-001, 1.0000000E+000
