s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0077982E+000, 9.9239466E-002, 9.9239466E-002, 1.0000000E+000
 2.0020386E+000, 1.0851030E-001, 1.0851030E-001, 1.0000000E+000
 3.0104900E+000, 1.1395707E-001, 1.1395707E-001, 1.0000000E+000
 4.0001596E+000, 9.8831485E-002, 9.8831485E-002, 1.0000000E+000
 5.0080286E+000, 1.0567219E-001, 1.0567219E-001, 1.0000000E+000
 6.0014998E+000, 1.0150160E-001, 1.0150160E-001, 1.0000000E+000
 7.0022560E+000, 9.6348269E-002, 9.6348269E-002, 1.0000000E+000
 8.0105831E+000, 1.0671399E-001, 1.0671399E-001, 1.0000000E+000
 9.0041977E+000, 1.1963103E-001, 1.1963103E-001, 1.0000000E+000
 1.0003214E+001, 1.1876573E-001, 1.1876573E-001, 1.0000000E+000
 1.1001528E+001, 1.1790796E-001, 1.1790796E-001, 1.0000000E+000
 1.2004458E+001, 1.2636221E-001, 1.2636221E-001, 1.0000000E+000
 1.3001123E+001, 1.1074907E-001, 1.1074907E-001, 1.0000000E+000
 1.4004513E+001, 1.1771951E-001, 1.1771951E-001, 1.0000000E+000
 1.5004541E+001, 1.3137454E-001, 1.3137454E-001, 1.0000000E+000
 1.6003466E+001, 1.2081434E-001, 1.2081434E-001, 1.0000000E+000
 1.7001342E+001, 1.5420688E-001, 1.5420688E-001, 1.0000000E+000
 1.8002604E+001, 1.5462120E-001, 1.5462120E-001, 1.0000000E+000
 1.9004741E+001, 1.4712011E-001, 1.4712011E-001, 1.0000000E+000
 2.0003093E+001, 1.6215357E-001, 1.6215357E-001, 1.0000000E+000
 2.1002429E+001, 2.0500982E-001, 2.0500982E-001, 1.0000000E+000
 2.2001320E+001, 2.2519425E-001, 2.2519425E-001, 1.0000000E+000
 2.3001979E+001, 2.6581523E-001, 2.6581523E-001, 1.0000000E+000
 2.4002308E+001, 2.3107537E-001, 2.3107537E-001, 1.0000000E+000
 2.5000068E+001, 2.5216042E-001, 2.5216042E-001, 1.0000000E+000
 2.6001081E+001, 3.3186831E-001, 3.3186831E-001, 1.0000000E+000
 2.7000558E+001, 3.3915854E-001, 3.3915854E-001, 1.0000000E+000
 2.8002594E+001, 3.2768672E-001, 3.2768672E-001, 1.0000000E+000
 2.9003948E+001, 2.9046357E-001, 2.9046357E-001, 1.0000000E+000
 3.0003160E+001, 4.3714968E-001, 4.3714968E-001, 1.0000000E+000
 3.1000272E+001, 4.9605616E-001, 4.9605616E-001, 1.0000000E+000
