s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0068879E+000, 4.0626830E-002, 4.0626830E-002, 1.0000000E+000
 2.0018910E+000, 4.7870902E-002, 4.7870902E-002, 1.0000000E+000
 3.0018986E+000, 6.5073843E-002, 6.5073843E-002, 1.0000000E+000
 4.0027412E+000, 7.0239227E-002, 7.0239227E-002, 1.0000000E+000
 5.0004301E+000, 7.0164796E-002, 7.0164796E-002, 1.0000000E+000
 6.0077120E+000, 5.6302033E-002, 5.6302033E-002, 1.0000000E+000
 7.0078583E+000, 3.6459088E-002, 3.6459088E-002, 1.0000000E+000
 8.0000561E+000, 2.9229215E-002, 2.9229215E-002, 1.0000000E+000
 9.0018451E+000, 2.6547187E-002, 2.6547187E-002, 1.0000000E+000
 1.0004983E+001, 2.5565646E-002, 2.5565646E-002, 1.0000000E+000
 1.1000807E+001, 5.2097100E-002, 5.2097100E-002, 1.0000000E+000
 1.2003200E+001, 6.6623545E-002, 6.6623545E-002, 1.0000000E+000
 1.3000820E+001, 7.1922844E-002, 7.1922844E-002, 1.0000000E+000
 1.4003707E+001, 8.5067004E-002, 8.5067004E-002, 1.0000000E+000
 1.5000961E+001, 1.1031691E-001, 1.1031691E-001, 1.0000000E+000
 1.6006952E+001, 1.1965041E-001, 1.1965041E-001, 1.0000000E+000
 1.7000392E+001, 1.2302609E-001, 1.2302609E-001, 1.0000000E+000
 1.8002024E+001, 1.2427773E-001, 1.2427773E-001, 1.0000000E+000
 1.9005884E+001, 1.2473626E-001, 1.2473626E-001, 1.0000000E+000
 2.0004754E+001, 1.5049545E-001, 1.5049545E-001, 1.0000000E+000
 2.1000790E+001, 1.6598251E-001, 1.6598251E-001, 1.0000000E+000
 2.2001771E+001, 1.7169803E-001, 1.7169803E-001, 1.0000000E+000
 2.3000097E+001, 1.7378718E-001, 1.7378718E-001, 1.0000000E+000
 2.4005045E+001, 1.9382349E-001, 1.9382349E-001, 1.0000000E+000
 2.5006920E+001, 2.1359113E-001, 2.1359113E-001, 1.0000000E+000
 2.6004909E+001, 2.2080784E-001, 2.2080784E-001, 1.0000000E+000
 2.7002330E+001, 2.2345879E-001, 2.2345879E-001, 1.0000000E+000
 2.8004876E+001, 2.2443630E-001, 2.2443630E-001, 1.0000000E+000
 2.9000266E+001, 2.4644230E-001, 2.4644230E-001, 1.0000000E+000
 3.0005212E+001, 2.6458059E-001, 2.6458059E-001, 1.0000000E+000
 3.1000380E+001, 2.7116102E-001, 2.7116102E-001, 1.0000000E+000
