s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0034885E+000, 1.0850558E-001, 1.0850558E-001, 1.0000000E+000
 2.0063681E+000, 1.2284344E-001, 1.2284344E-001, 1.0000000E+000
 3.0092478E+000, 1.2676313E-001, 1.2676313E-001, 1.0000000E+000
 4.0014584E+000, 1.2331154E-001, 1.2331154E-001, 1.0000000E+000
 5.0043381E+000, 1.1734518E-001, 1.1734518E-001, 1.0000000E+000
 6.0072177E+000, 1.2024410E-001, 1.2024410E-001, 1.0000000E+000
 7.0048085E+000, 1.2583827E-001, 1.2583827E-001, 1.0000000E+000
 8.0059615E+000, 1.1296738E-001, 1.1296738E-001, 1.0000000E+000
 9.0005280E+000, 1.2297463E-001, 1.2297463E-001, 1.0000000E+000
 1.0010113E+001, 1.2746037E-001, 1.2746037E-001, 1.0000000E+000
 1.1000111E+001, 1.3706954E-001, 1.3706954E-001, 1.0000000E+000
 1.2002483E+001, 1.4453172E-001, 1.4453172E-001, 1.0000000E+000
 1.3005669E+001, 1.5047838E-001, 1.5047838E-001, 1.0000000E+000
 1.4004405E+001, 1.4622930E-001, 1.4622930E-001, 1.0000000E+000
 1.5000220E+001, 1.4120744E-001, 1.4120744E-001, 1.0000000E+000
 1.6008434E+001, 1.5321398E-001, 1.5321398E-001, 1.0000000E+000
 1.7004357E+001, 1.5164368E-001, 1.5164368E-001, 1.0000000E+000
 1.8001577E+001, 1.4987745E-001, 1.4987745E-001, 1.0000000E+000
 1.9001334E+001, 1.9262942E-001, 1.9262942E-001, 1.0000000E+000
 2.0004198E+001, 2.3893754E-001, 2.3893754E-001, 1.0000000E+000
 2.1003994E+001, 2.2544730E-001, 2.2544730E-001, 1.0000000E+000
 2.2003534E+001, 1.6791399E-001, 1.6791399E-001, 1.0000000E+000
 2.3004083E+001, 1.6107338E-001, 1.6107338E-001, 1.0000000E+000
 2.4000228E+001, 2.0496133E-001, 2.0496133E-001, 1.0000000E+000
 2.5002966E+001, 2.3657678E-001, 2.3657678E-001, 1.0000000E+000
 2.6002596E+001, 2.5371911E-001, 2.5371911E-001, 1.0000000E+000
 2.7003040E+001, 2.9611140E-001, 2.9611140E-001, 1.0000000E+000
 2.8004593E+001, 2.7452554E-001, 2.7452554E-001, 1.0000000E+000
 2.9003951E+001, 3.2134113E-001, 3.2134113E-001, 1.0000000E+000
 3.0000790E+001, 4.8322917E-001, 4.8322917E-001, 1.0000000E+000
 3.1003784E+001, 4.1898707E-001, 4.1898707E-001, 1.0000000E+000
