s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0109586E+000, 1.0417227E-001, 1.0417227E-001, 1.0000000E+000
 2.0057593E+000, 8.5696363E-002, 8.5696363E-002, 1.0000000E+000
 3.0000447E+000, 7.8926266E-002, 7.8926266E-002, 1.0000000E+000
 4.0084616E+000, 7.9503204E-002, 7.9503204E-002, 1.0000000E+000
 5.0026475E+000, 7.6655186E-002, 7.6655186E-002, 1.0000000E+000
 6.0096378E+000, 7.7680481E-002, 7.7680481E-002, 1.0000000E+000
 7.0018530E+000, 8.0298222E-002, 8.0298222E-002, 1.0000000E+000
 8.0031903E+000, 9.5848123E-002, 9.5848123E-002, 1.0000000E+000
 9.0035712E+000, 1.1405735E-001, 1.1405735E-001, 1.0000000E+000
 1.0005885E+001, 1.1863760E-001, 1.1863760E-001, 1.0000000E+000
 1.1001866E+001, 1.5247151E-001, 1.5247151E-001, 1.0000000E+000
 1.2002354E+001, 2.4560456E-001, 2.4560456E-001, 1.0000000E+000
 1.3005550E+001, 3.1657401E-001, 3.1657401E-001, 1.0000000E+000
 1.4005211E+001, 3.7716900E-001, 3.7716900E-001, 1.0000000E+000
 1.5003518E+001, 4.3522842E-001, 4.3522842E-001, 1.0000000E+000
 1.6004556E+001, 4.9950606E-001, 4.9950606E-001, 1.0000000E+000
 1.7002416E+001, 5.6125813E-001, 5.6125813E-001, 1.0000000E+000
 1.8006144E+001, 6.2107703E-001, 6.2107703E-001, 1.0000000E+000
 1.9002259E+001, 6.7974283E-001, 6.7974283E-001, 1.0000000E+000
 2.0005517E+001, 7.3828941E-001, 7.3828941E-001, 1.0000000E+000
 2.1005974E+001, 8.0231243E-001, 8.0231243E-001, 1.0000000E+000
 2.2001976E+001, 8.6490969E-001, 8.6490969E-001, 1.0000000E+000
 2.3004386E+001, 9.2806530E-001, 9.2806530E-001, 1.0000000E+000
 2.4004111E+001, 9.9282794E-001, 9.9282794E-001, 1.0000000E+000
 2.5003738E+001, 1.0621404E+000, 1.0621404E+000, 1.0000000E+000
 2.6004951E+001, 1.1311393E+000, 1.1311393E+000, 1.0000000E+000
 2.7002259E+001, 1.1958058E+000, 1.1958058E+000, 1.0000000E+000
 2.8005639E+001, 1.2579607E+000, 1.2579607E+000, 1.0000000E+000
 2.9000443E+001, 1.3181374E+000, 1.3181374E+000, 1.0000000E+000
 3.0002457E+001, 1.3830363E+000, 1.3830363E+000, 1.0000000E+000
 3.1001034E+001, 1.4464951E+000, 1.4464951E+000, 1.0000000E+000
