s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0040904E+000, 9.0312354E-002, 9.0312354E-002, 1.0000000E+000
 2.0073258E+000, 9.6498152E-002, 9.6498152E-002, 1.0000000E+000
 3.0055232E+000, 1.1454506E-001, 1.1454506E-001, 1.0000000E+000
 4.0081226E+000, 1.2118161E-001, 1.2118161E-001, 1.0000000E+000
 5.0079701E+000, 1.2360181E-001, 1.2360181E-001, 1.0000000E+000
 6.0003751E+000, 1.2448403E-001, 1.2448403E-001, 1.0000000E+000
 7.0070984E+000, 1.2481226E-001, 1.2481226E-001, 1.0000000E+000
 8.0062776E+000, 1.1947849E-001, 1.1947849E-001, 1.0000000E+000
 9.0075082E+000, 1.2297893E-001, 1.2297893E-001, 1.0000000E+000
 1.0000886E+001, 1.4444978E-001, 1.4444978E-001, 1.0000000E+000
 1.1001796E+001, 1.7735545E-001, 1.7735545E-001, 1.0000000E+000
 1.2002236E+001, 2.0754367E-001, 2.0754367E-001, 1.0000000E+000
 1.3000428E+001, 2.2995751E-001, 2.2995751E-001, 1.0000000E+000
 1.4006944E+001, 2.5860572E-001, 2.5860572E-001, 1.0000000E+000
 1.5000021E+001, 3.8357660E-001, 3.8357660E-001, 1.0000000E+000
 1.6002021E+001, 3.5927572E-001, 3.5927572E-001, 1.0000000E+000
 1.7001586E+001, 3.5169557E-001, 3.5169557E-001, 1.0000000E+000
 1.8003744E+001, 3.7341654E-001, 3.7341654E-001, 1.0000000E+000
 1.9005174E+001, 3.4546933E-001, 3.4546933E-001, 1.0000000E+000
 2.0006009E+001, 4.0338472E-001, 4.0338472E-001, 1.0000000E+000
 2.1000346E+001, 4.3496402E-001, 4.3496402E-001, 1.0000000E+000
 2.2000795E+001, 6.2074578E-001, 6.2074578E-001, 1.0000000E+000
 2.3001522E+001, 6.2755999E-001, 6.2755999E-001, 1.0000000E+000
 2.4001121E+001, 6.7768315E-001, 6.7768315E-001, 1.0000000E+000
 2.5002738E+001, 8.0026907E-001, 8.0026907E-001, 1.0000000E+000
 2.6005558E+001, 8.5619733E-001, 8.5619733E-001, 1.0000000E+000
 2.7003464E+001, 8.6912566E-001, 8.6912566E-001, 1.0000000E+000
 2.8004651E+001, 8.8967208E-001, 8.8967208E-001, 1.0000000E+000
 2.9005403E+001, 1.0305402E+000, 1.0305402E+000, 1.0000000E+000
 3.0001107E+001, 1.1907512E+000, 1.1907512E+000, 1.0000000E+000
 3.1002988E+001, 1.3029180E+000, 1.3029180E+000, 1.0000000E+000
