s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0019829E+000, 8.9060434E-002, 8.9060434E-002, 1.0000000E+000
 2.0167334E+000, 4.7958151E-002, 4.7958151E-002, 1.0000000E+000
 3.0096276E+000, 3.3416054E-002, 3.3416054E-002, 1.0000000E+000
 4.0077638E+000, 2.8069991E-002, 2.8069991E-002, 1.0000000E+000
 5.0154320E+000, 2.6110115E-002, 2.6110115E-002, 1.0000000E+000
 6.0170638E+000, 3.1397700E-002, 3.1397700E-002, 1.0000000E+000
 7.0058445E+000, 3.2586713E-002, 3.2586713E-002, 1.0000000E+000
 8.0009008E+000, 3.9328209E-002, 3.9328209E-002, 1.0000000E+000
 9.0102282E+000, 3.4381265E-002, 3.4381265E-002, 1.0000000E+000
 1.0000202E+001, 2.8469794E-002, 2.8469794E-002, 1.0000000E+000
 1.1004248E+001, 2.6266168E-002, 2.6266168E-002, 1.0000000E+000
 1.2001455E+001, 2.5465656E-002, 2.5465656E-002, 1.0000000E+000
 1.3001092E+001, 5.1966883E-002, 5.1966883E-002, 1.0000000E+000
 1.4001232E+001, 6.6551632E-002, 6.6551632E-002, 1.0000000E+000
 1.5003229E+001, 8.9552407E-002, 8.9552407E-002, 1.0000000E+000
 1.6001445E+001, 1.1196593E-001, 1.1196593E-001, 1.0000000E+000
 1.7000343E+001, 1.4207012E-001, 1.4207012E-001, 1.0000000E+000
 1.8003755E+001, 1.6295747E-001, 1.6295747E-001, 1.0000000E+000
 1.9002071E+001, 1.9714120E-001, 1.9714120E-001, 1.0000000E+000
 2.0000127E+001, 1.9748129E-001, 1.9748129E-001, 1.0000000E+000
 2.1001774E+001, 2.4379107E-001, 2.4379107E-001, 1.0000000E+000
 2.2001283E+001, 2.6525317E-001, 2.6525317E-001, 1.0000000E+000
 2.3000722E+001, 2.9776774E-001, 2.9776774E-001, 1.0000000E+000
 2.4003337E+001, 3.2929364E-001, 3.2929364E-001, 1.0000000E+000
 2.5002556E+001, 3.5820937E-001, 3.5820937E-001, 1.0000000E+000
 2.6004778E+001, 3.9830448E-001, 3.9830448E-001, 1.0000000E+000
 2.7002512E+001, 4.1517933E-001, 4.1517933E-001, 1.0000000E+000
 2.8004007E+001, 4.5184532E-001, 4.5184532E-001, 1.0000000E+000
 2.9002266E+001, 4.8051563E-001, 4.8051563E-001, 1.0000000E+000
 3.0002408E+001, 5.0285647E-001, 5.0285647E-001, 1.0000000E+000
 3.1004170E+001, 5.1895273E-001, 5.1895273E-001, 1.0000000E+000
