s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0086832E+000, 6.2930137E-002, 6.2930137E-002, 1.0000000E+000
 2.0009949E+000, 3.8962975E-002, 3.8962975E-002, 1.0000000E+000
 3.0129091E+000, 3.0038782E-002, 3.0038782E-002, 1.0000000E+000
 4.0063649E+000, 2.7150987E-002, 2.7150987E-002, 1.0000000E+000
 5.0019759E+000, 2.5788953E-002, 2.5788953E-002, 1.0000000E+000
 6.0038968E+000, 2.5287940E-002, 2.5287940E-002, 1.0000000E+000
 7.0069323E+000, 2.5104965E-002, 2.5104965E-002, 1.0000000E+000
 8.0036757E+000, 2.5038525E-002, 2.5038525E-002, 1.0000000E+000
 9.0025284E+000, 2.5014116E-002, 2.5014116E-002, 1.0000000E+000
 1.0000632E+001, 2.5005178E-002, 2.5005178E-002, 1.0000000E+000
 1.1007491E+001, 2.5001884E-002, 2.5001884E-002, 1.0000000E+000
 1.2001292E+001, 2.5000694E-002, 2.5000694E-002, 1.0000000E+000
 1.3003124E+001, 4.9336639E-002, 4.9336639E-002, 1.0000000E+000
 1.4002385E+001, 7.4804065E-002, 7.4804065E-002, 1.0000000E+000
 1.5002728E+001, 9.6580956E-002, 9.6580956E-002, 1.0000000E+000
 1.6001701E+001, 1.1074704E-001, 1.1074704E-001, 1.0000000E+000
 1.7004457E+001, 1.5149047E-001, 1.5149047E-001, 1.0000000E+000
 1.8002076E+001, 1.9275415E-001, 1.9275415E-001, 1.0000000E+000
 1.9000109E+001, 2.3574570E-001, 2.3574570E-001, 1.0000000E+000
 2.0000417E+001, 2.5446402E-001, 2.5446402E-001, 1.0000000E+000
 2.1002101E+001, 2.8945275E-001, 2.8945275E-001, 1.0000000E+000
 2.2001667E+001, 3.3499557E-001, 3.3499557E-001, 1.0000000E+000
 2.3002565E+001, 3.7382836E-001, 3.7382836E-001, 1.0000000E+000
 2.4001168E+001, 4.0670470E-001, 4.0670470E-001, 1.0000000E+000
 2.5000637E+001, 4.5778538E-001, 4.5778538E-001, 1.0000000E+000
 2.6001609E+001, 5.1652749E-001, 5.1652749E-001, 1.0000000E+000
 2.7002517E+001, 5.6925569E-001, 5.6925569E-001, 1.0000000E+000
 2.8001441E+001, 6.1590097E-001, 6.1590097E-001, 1.0000000E+000
 2.9001862E+001, 6.5956212E-001, 6.5956212E-001, 1.0000000E+000
 3.0000724E+001, 7.0094861E-001, 7.0094861E-001, 1.0000000E+000
 3.1001515E+001, 7.4597598E-001, 7.4597598E-001, 1.0000000E+000
