s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0159681E+000, 1.0006117E-001, 1.0006117E-001, 1.0000000E+000
 2.0115086E+000, 6.5465185E-002, 6.5465185E-002, 1.0000000E+000
 3.0072027E+000, 4.9438830E-002, 4.9438830E-002, 1.0000000E+000
 4.0089051E+000, 5.4891040E-002, 5.4891040E-002, 1.0000000E+000
 5.0065113E+000, 4.0667144E-002, 4.0667144E-002, 1.0000000E+000
 6.0085698E+000, 4.1279525E-002, 4.1279525E-002, 1.0000000E+000
 7.0060572E+000, 3.2399329E-002, 3.2399329E-002, 1.0000000E+000
 8.0040875E+000, 3.6615660E-002, 3.6615660E-002, 1.0000000E+000
 9.0008113E+000, 6.0879107E-002, 6.0879107E-002, 1.0000000E+000
 1.0004668E+001, 6.9842059E-002, 6.9842059E-002, 1.0000000E+000
 1.1003656E+001, 9.7573726E-002, 9.7573726E-002, 1.0000000E+000
 1.2001233E+001, 1.4290982E-001, 1.4290982E-001, 1.0000000E+000
 1.3002061E+001, 1.7423645E-001, 1.7423645E-001, 1.0000000E+000
 1.4001901E+001, 2.1078081E-001, 2.1078081E-001, 1.0000000E+000
 1.5000120E+001, 2.5063951E-001, 2.5063951E-001, 1.0000000E+000
 1.6004833E+001, 2.8569015E-001, 2.8569015E-001, 1.0000000E+000
 1.7003999E+001, 3.1716317E-001, 3.1716317E-001, 1.0000000E+000
 1.8001561E+001, 3.5373466E-001, 3.5373466E-001, 1.0000000E+000
 1.9000140E+001, 3.9636149E-001, 3.9636149E-001, 1.0000000E+000
 2.0000132E+001, 4.3175541E-001, 4.3175541E-001, 1.0000000E+000
 2.1003458E+001, 4.6361667E-001, 4.6361667E-001, 1.0000000E+000
 2.2003685E+001, 5.0531609E-001, 5.0531609E-001, 1.0000000E+000
 2.3003181E+001, 5.5411385E-001, 5.5411385E-001, 1.0000000E+000
 2.4003243E+001, 5.9451643E-001, 5.9451643E-001, 1.0000000E+000
 2.5001640E+001, 6.4613556E-001, 6.4613556E-001, 1.0000000E+000
 2.6000617E+001, 6.8875508E-001, 6.8875508E-001, 1.0000000E+000
 2.7000207E+001, 7.2543192E-001, 7.2543192E-001, 1.0000000E+000
 2.8004549E+001, 7.8108573E-001, 7.8108573E-001, 1.0000000E+000
 2.9002786E+001, 8.3311491E-001, 8.3311491E-001, 1.0000000E+000
 3.0005567E+001, 8.3028397E-001, 8.3028397E-001, 1.0000000E+000
 3.1003803E+001, 8.8327924E-001, 8.8327924E-001, 1.0000000E+000
