s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0101147E+000, 4.8597814E-002, 4.8597814E-002, 1.0000000E+000
 2.0072642E+000, 5.8468771E-002, 5.8468771E-002, 1.0000000E+000
 3.0059102E+000, 4.8237184E-002, 4.8237184E-002, 1.0000000E+000
 4.0083257E+000, 3.3485500E-002, 3.3485500E-002, 1.0000000E+000
 5.0017964E+000, 2.8126022E-002, 2.8126022E-002, 1.0000000E+000
 6.0050908E+000, 5.1835344E-002, 5.1835344E-002, 1.0000000E+000
 7.0002940E+000, 6.5152945E-002, 6.5152945E-002, 1.0000000E+000
 8.0041829E+000, 9.6817276E-002, 9.6817276E-002, 1.0000000E+000
 9.0010416E+000, 1.1719794E-001, 1.1719794E-001, 1.0000000E+000
 1.0003093E+001, 1.5383130E-001, 1.5383130E-001, 1.0000000E+000
 1.1000121E+001, 1.7171356E-001, 1.7171356E-001, 1.0000000E+000
 1.2004581E+001, 2.1818784E-001, 2.1818784E-001, 1.0000000E+000
 1.3000693E+001, 2.5407483E-001, 2.5407483E-001, 1.0000000E+000
 1.4003247E+001, 2.9753968E-001, 2.9753968E-001, 1.0000000E+000
 1.5001659E+001, 3.4320167E-001, 3.4320167E-001, 1.0000000E+000
 1.6003093E+001, 3.8621460E-001, 3.8621460E-001, 1.0000000E+000
 1.7002856E+001, 4.2104308E-001, 4.2104308E-001, 1.0000000E+000
 1.8000563E+001, 4.5515771E-001, 4.5515771E-001, 1.0000000E+000
 1.9001214E+001, 4.9432782E-001, 4.9432782E-001, 1.0000000E+000
 2.0003097E+001, 5.2574972E-001, 5.2574972E-001, 1.0000000E+000
 2.1002769E+001, 5.5691980E-001, 5.5691980E-001, 1.0000000E+000
 2.2000327E+001, 5.9657663E-001, 5.9657663E-001, 1.0000000E+000
 2.3000510E+001, 6.2651666E-001, 6.2651666E-001, 1.0000000E+000
 2.4001053E+001, 6.5721423E-001, 6.5721423E-001, 1.0000000E+000
 2.5000758E+001, 6.8126028E-001, 6.8126028E-001, 1.0000000E+000
 2.6003108E+001, 7.0897888E-001, 7.0897888E-001, 1.0000000E+000
 2.7002970E+001, 7.4321057E-001, 7.4321057E-001, 1.0000000E+000
 2.8000372E+001, 7.6862092E-001, 7.6862092E-001, 1.0000000E+000
 2.9001262E+001, 8.0354281E-001, 8.0354281E-001, 1.0000000E+000
 3.0002699E+001, 8.1713415E-001, 8.1713415E-001, 1.0000000E+000
 3.1002743E+001, 8.5331519E-001, 8.5331519E-001, 1.0000000E+000
