s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0159681E+000, 9.9155680E-002, 9.9155680E-002, 1.0000000E+000
 2.0119017E+000, 6.5230413E-002, 6.5230413E-002, 1.0000000E+000
 3.0106712E+000, 5.1423246E-002, 5.1423246E-002, 1.0000000E+000
 4.0067946E+000, 5.3015952E-002, 5.3015952E-002, 1.0000000E+000
 5.0028012E+000, 3.8321030E-002, 3.8321030E-002, 1.0000000E+000
 6.0066717E+000, 4.4498874E-002, 4.4498874E-002, 1.0000000E+000
 7.0040404E+000, 3.2165037E-002, 3.2165037E-002, 1.0000000E+000
 8.0009112E+000, 2.8635741E-002, 2.8635741E-002, 1.0000000E+000
 9.0034557E+000, 5.6076031E-002, 5.6076031E-002, 1.0000000E+000
 1.0000726E+001, 6.8042222E-002, 6.8042222E-002, 1.0000000E+000
 1.1005907E+001, 9.3116458E-002, 9.3116458E-002, 1.0000000E+000
 1.2003259E+001, 1.3200687E-001, 1.3200687E-001, 1.0000000E+000
 1.3001818E+001, 1.6038341E-001, 1.6038341E-001, 1.0000000E+000
 1.4000977E+001, 2.0128415E-001, 2.0128415E-001, 1.0000000E+000
 1.5000303E+001, 2.4339536E-001, 2.4339536E-001, 1.0000000E+000
 1.6001811E+001, 2.7794526E-001, 2.7794526E-001, 1.0000000E+000
 1.7005119E+001, 3.0779670E-001, 3.0779670E-001, 1.0000000E+000
 1.8002266E+001, 3.4646905E-001, 3.4646905E-001, 1.0000000E+000
 1.9001903E+001, 3.8254239E-001, 3.8254239E-001, 1.0000000E+000
 2.0002735E+001, 4.0944226E-001, 4.0944226E-001, 1.0000000E+000
 2.1000532E+001, 4.5001358E-001, 4.5001358E-001, 1.0000000E+000
 2.2001182E+001, 4.8496358E-001, 4.8496358E-001, 1.0000000E+000
 2.3002927E+001, 5.1933106E-001, 5.1933106E-001, 1.0000000E+000
 2.4000046E+001, 5.6569035E-001, 5.6569035E-001, 1.0000000E+000
 2.5003727E+001, 6.1320517E-001, 6.1320517E-001, 1.0000000E+000
 2.6004900E+001, 6.4431513E-001, 6.4431513E-001, 1.0000000E+000
 2.7000141E+001, 6.7215657E-001, 6.7215657E-001, 1.0000000E+000
 2.8003670E+001, 7.2119017E-001, 7.2119017E-001, 1.0000000E+000
 2.9001642E+001, 7.5476151E-001, 7.5476151E-001, 1.0000000E+000
 3.0003887E+001, 8.0225667E-001, 8.0225667E-001, 1.0000000E+000
 3.1001846E+001, 8.2962613E-001, 8.2962613E-001, 1.0000000E+000
