s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0117308E+000, 9.5362439E-002, 9.5362439E-002, 1.0000000E+000
 2.0076318E+000, 7.8311825E-002, 7.8311825E-002, 1.0000000E+000
 3.0047901E+000, 7.4703104E-002, 7.4703104E-002, 1.0000000E+000
 4.0074988E+000, 5.0313410E-002, 5.0313410E-002, 1.0000000E+000
 5.0006728E+000, 6.8434860E-002, 6.8434860E-002, 1.0000000E+000
 6.0040928E+000, 1.0433280E-001, 1.0433280E-001, 1.0000000E+000
 7.0043051E+000, 1.4409300E-001, 1.4409300E-001, 1.0000000E+000
 8.0023708E+000, 1.6364466E-001, 1.6364466E-001, 1.0000000E+000
 9.0012165E+000, 1.9908102E-001, 1.9908102E-001, 1.0000000E+000
 1.0004927E+001, 2.2635283E-001, 2.2635283E-001, 1.0000000E+000
 1.1004130E+001, 2.6702063E-001, 2.6702063E-001, 1.0000000E+000
 1.2002166E+001, 3.1933562E-001, 3.1933562E-001, 1.0000000E+000
 1.3004970E+001, 3.9385933E-001, 3.9385933E-001, 1.0000000E+000
 1.4001732E+001, 4.6471890E-001, 4.6471890E-001, 1.0000000E+000
 1.5003940E+001, 5.3294660E-001, 5.3294660E-001, 1.0000000E+000
 1.6000850E+001, 6.0472987E-001, 6.0472987E-001, 1.0000000E+000
 1.7002578E+001, 6.7350649E-001, 6.7350649E-001, 1.0000000E+000
 1.8002470E+001, 7.4729100E-001, 7.4729100E-001, 1.0000000E+000
 1.9002806E+001, 8.1701771E-001, 8.1701771E-001, 1.0000000E+000
 2.0003161E+001, 8.8546637E-001, 8.8546637E-001, 1.0000000E+000
 2.1002743E+001, 9.4705966E-001, 9.4705966E-001, 1.0000000E+000
 2.2002963E+001, 1.0130786E+000, 1.0130786E+000, 1.0000000E+000
 2.3004134E+001, 1.1245838E+000, 1.1245838E+000, 1.0000000E+000
 2.4002880E+001, 1.2940659E+000, 1.2940659E+000, 1.0000000E+000
 2.5003217E+001, 1.3684509E+000, 1.3684509E+000, 1.0000000E+000
 2.6000227E+001, 1.5085851E+000, 1.5085851E+000, 1.0000000E+000
 2.7004200E+001, 1.6017683E+000, 1.6017683E+000, 1.0000000E+000
 2.8003287E+001, 1.8143410E+000, 1.8143410E+000, 1.0000000E+000
 2.9003875E+001, 1.9282185E+000, 1.9282185E+000, 1.0000000E+000
 3.0004350E+001, 2.0698863E+000, 2.0698863E+000, 1.0000000E+000
 3.1003374E+001, 2.1662847E+000, 2.1662847E+000, 1.0000000E+000
