s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0159681E+000, 1.0006117E-001, 1.0006117E-001, 1.0000000E+000
 2.0114656E+000, 6.5465875E-002, 6.5465875E-002, 1.0000000E+000
 3.0074381E+000, 4.9988480E-002, 4.9988480E-002, 1.0000000E+000
 4.0019477E+000, 5.7174105E-002, 5.7174105E-002, 1.0000000E+000
 5.0030426E+000, 4.2110514E-002, 4.2110514E-002, 1.0000000E+000
 6.0073988E+000, 4.1460324E-002, 4.1460324E-002, 1.0000000E+000
 7.0036609E+000, 3.1585838E-002, 3.1585838E-002, 1.0000000E+000
 8.0045090E+000, 3.4657470E-002, 3.4657470E-002, 1.0000000E+000
 9.0043801E+000, 6.0205503E-002, 6.0205503E-002, 1.0000000E+000
 1.0004318E+001, 6.9573430E-002, 6.9573430E-002, 1.0000000E+000
 1.1002844E+001, 9.5452873E-002, 9.5452873E-002, 1.0000000E+000
 1.2002918E+001, 1.4411880E-001, 1.4411880E-001, 1.0000000E+000
 1.3001876E+001, 1.7283137E-001, 1.7283137E-001, 1.0000000E+000
 1.4000511E+001, 2.0584129E-001, 2.0584129E-001, 1.0000000E+000
 1.5005834E+001, 2.4897712E-001, 2.4897712E-001, 1.0000000E+000
 1.6000949E+001, 2.8688615E-001, 2.8688615E-001, 1.0000000E+000
 1.7001169E+001, 3.1882212E-001, 3.1882212E-001, 1.0000000E+000
 1.8004389E+001, 3.5445287E-001, 3.5445287E-001, 1.0000000E+000
 1.9002977E+001, 3.9424158E-001, 3.9424158E-001, 1.0000000E+000
 2.0003505E+001, 4.2265909E-001, 4.2265909E-001, 1.0000000E+000
 2.1002160E+001, 4.6072006E-001, 4.6072006E-001, 1.0000000E+000
 2.2004591E+001, 5.0133829E-001, 5.0133829E-001, 1.0000000E+000
 2.3004368E+001, 5.4146890E-001, 5.4146890E-001, 1.0000000E+000
 2.4000354E+001, 5.7582340E-001, 5.7582340E-001, 1.0000000E+000
 2.5001230E+001, 6.1903164E-001, 6.1903164E-001, 1.0000000E+000
 2.6000293E+001, 6.8291601E-001, 6.8291601E-001, 1.0000000E+000
 2.7000118E+001, 6.9287279E-001, 6.9287279E-001, 1.0000000E+000
 2.8001749E+001, 7.2309664E-001, 7.2309664E-001, 1.0000000E+000
 2.9001310E+001, 7.6289444E-001, 7.6289444E-001, 1.0000000E+000
 3.0004393E+001, 8.0698488E-001, 8.0698488E-001, 1.0000000E+000
 3.1005795E+001, 8.3486117E-001, 8.3486117E-001, 1.0000000E+000
