s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0057600E+000, 8.8621674E-002, 8.8621674E-002, 1.0000000E+000
 2.0007195E+000, 1.0990230E-001, 1.0990230E-001, 1.0000000E+000
 3.0070964E+000, 1.1950932E-001, 1.1950932E-001, 1.0000000E+000
 4.0007887E+000, 1.2297795E-001, 1.2297795E-001, 1.0000000E+000
 5.0054427E+000, 1.3602040E-001, 1.3602040E-001, 1.0000000E+000
 6.0004189E+000, 1.3184666E-001, 1.3184666E-001, 1.0000000E+000
 7.0057953E+000, 1.2749375E-001, 1.2749375E-001, 1.0000000E+000
 8.0037195E+000, 1.3015890E-001, 1.3015890E-001, 1.0000000E+000
 9.0043181E+000, 1.6115981E-001, 1.6115981E-001, 1.0000000E+000
 1.0000253E+001, 1.7891515E-001, 1.7891515E-001, 1.0000000E+000
 1.1002041E+001, 2.5710983E-001, 2.5710983E-001, 1.0000000E+000
 1.2005293E+001, 3.2645405E-001, 3.2645405E-001, 1.0000000E+000
 1.3000175E+001, 3.8939340E-001, 3.8939340E-001, 1.0000000E+000
 1.4003985E+001, 4.5458139E-001, 4.5458139E-001, 1.0000000E+000
 1.5000057E+001, 5.1740672E-001, 5.1740672E-001, 1.0000000E+000
 1.6001454E+001, 5.7998746E-001, 5.7998746E-001, 1.0000000E+000
 1.7003580E+001, 6.4063973E-001, 6.4063973E-001, 1.0000000E+000
 1.8005193E+001, 7.0725758E-001, 7.0725758E-001, 1.0000000E+000
 1.9002854E+001, 7.7467074E-001, 7.7467074E-001, 1.0000000E+000
 2.0000673E+001, 8.2754691E-001, 8.2754691E-001, 1.0000000E+000
 2.1000191E+001, 8.8327167E-001, 8.8327167E-001, 1.0000000E+000
 2.2003492E+001, 9.4352662E-001, 9.4352662E-001, 1.0000000E+000
 2.3003267E+001, 1.0121675E+000, 1.0121675E+000, 1.0000000E+000
 2.4003319E+001, 1.0807892E+000, 1.0807892E+000, 1.0000000E+000
 2.5005160E+001, 1.1619800E+000, 1.1619800E+000, 1.0000000E+000
 2.6002818E+001, 1.2145471E+000, 1.2145471E+000, 1.0000000E+000
 2.7002610E+001, 1.2674379E+000, 1.2674379E+000, 1.0000000E+000
 2.8000701E+001, 1.3284113E+000, 1.3284113E+000, 1.0000000E+000
 2.9005203E+001, 1.3785464E+000, 1.3785464E+000, 1.0000000E+000
 3.0005248E+001, 1.4824797E+000, 1.4824797E+000, 1.0000000E+000
 3.1003916E+001, 1.5707359E+000, 1.5707359E+000, 1.0000000E+000
