s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0111728E+000, 1.0285342E-001, 1.0285342E-001, 1.0000000E+000
 2.0062027E+000, 8.5210415E-002, 8.5210415E-002, 1.0000000E+000
 3.0034806E+000, 8.1317405E-002, 8.1317405E-002, 1.0000000E+000
 4.0022557E+000, 1.0582214E-001, 1.0582214E-001, 1.0000000E+000
 5.0011261E+000, 1.2277676E-001, 1.2277676E-001, 1.0000000E+000
 6.0003244E+000, 2.0263833E-001, 2.0263833E-001, 1.0000000E+000
 7.0013649E+000, 2.8384498E-001, 2.8384498E-001, 1.0000000E+000
 8.0030170E+000, 3.3017406E-001, 3.3017406E-001, 1.0000000E+000
 9.0022041E+000, 4.7682073E-001, 4.7682073E-001, 1.0000000E+000
 1.0001239E+001, 6.1913700E-001, 6.1913700E-001, 1.0000000E+000
 1.1000161E+001, 7.4881137E-001, 7.4881137E-001, 1.0000000E+000
 1.2002121E+001, 8.8551803E-001, 8.8551803E-001, 1.0000000E+000
 1.3004618E+001, 1.0346623E+000, 1.0346623E+000, 1.0000000E+000
 1.4005353E+001, 1.2080151E+000, 1.2080151E+000, 1.0000000E+000
 1.5001646E+001, 1.3366859E+000, 1.3366859E+000, 1.0000000E+000
 1.6001945E+001, 1.4901373E+000, 1.4901373E+000, 1.0000000E+000
 1.7005951E+001, 1.6469711E+000, 1.6469711E+000, 1.0000000E+000
 1.8004119E+001, 1.8014381E+000, 1.8014381E+000, 1.0000000E+000
 1.9000247E+001, 1.9431200E+000, 1.9431200E+000, 1.0000000E+000
 2.0006150E+001, 2.1116012E+000, 2.1116012E+000, 1.0000000E+000
 2.1001699E+001, 2.3079501E+000, 2.3079501E+000, 1.0000000E+000
 2.2006352E+001, 2.4657828E+000, 2.4657828E+000, 1.0000000E+000
 2.3001513E+001, 2.6297806E+000, 2.6297806E+000, 1.0000000E+000
 2.4000934E+001, 2.7973841E+000, 2.7973841E+000, 1.0000000E+000
 2.5003884E+001, 2.9575843E+000, 2.9575843E+000, 1.0000000E+000
 2.6003195E+001, 3.0813403E+000, 3.0813403E+000, 1.0000000E+000
 2.7002515E+001, 3.2316124E+000, 3.2316124E+000, 1.0000000E+000
 2.8005409E+001, 3.3678682E+000, 3.3678682E+000, 1.0000000E+000
 2.9000008E+001, 3.5366277E+000, 3.5366277E+000, 1.0000000E+000
 3.0002538E+001, 3.6619403E+000, 3.6619403E+000, 1.0000000E+000
 3.1000948E+001, 3.8249579E+000, 3.8249579E+000, 1.0000000E+000
 3.2004482E+001, 3.9847053E+000, 3.9847053E+000, 1.0000000E+000
 3.3003995E+001, 4.1214699E+000, 4.1214699E+000, 1.0000000E+000
 3.4005363E+001, 4.2572369E+000, 4.2572369E+000, 1.0000000E+000
 3.5004009E+001, 4.3843230E+000, 4.3843230E+000, 1.0000000E+000
 3.6005371E+001, 4.5705932E+000, 4.5705932E+000, 1.0000000E+000
 3.7000984E+001, 4.7184680E+000, 4.7184680E+000, 1.0000000E+000
 3.8000378E+001, 4.9223566E+000, 4.9223566E+000, 1.0000000E+000
 3.9002044E+001, 5.0966423E+000, 5.0966423E+000, 1.0000000E+000
 4.0000137E+001, 5.2455945E+000, 5.2455945E+000, 1.0000000E+000
 4.1001594E+001, 5.4150634E+000, 5.4150634E+000, 1.0000000E+000
 4.2002722E+001, 5.5851758E+000, 5.5851758E+000, 1.0000000E+000
 4.3003710E+001, 5.7424268E+000, 5.7424268E+000, 1.0000000E+000
 4.4004281E+001, 5.8878160E+000, 5.8878160E+000, 1.0000000E+000
 4.5004590E+001, 6.0531828E+000, 6.0531828E+000, 1.0000000E+000
 4.6004556E+001, 6.2393964E+000, 6.2393964E+000, 1.0000000E+000
 4.7004238E+001, 6.3814008E+000, 6.3814008E+000, 1.0000000E+000
 4.8003974E+001, 6.5662706E+000, 6.5662706E+000, 1.0000000E+000
 4.9000798E+001, 6.7014762E+000, 6.7014762E+000, 1.0000000E+000
 5.0000019E+001, 6.8763176E+000, 6.8763176E+000, 1.0000000E+000
 5.1002639E+001, 7.0351862E+000, 7.0351862E+000, 1.0000000E+000
 5.2006044E+001, 7.1880293E+000, 7.1880293E+000, 1.0000000E+000
 5.3003416E+001, 7.3702237E+000, 7.3702237E+000, 1.0000000E+000
 5.4002863E+001, 7.5102806E+000, 7.5102806E+000, 1.0000000E+000
 5.5004837E+001, 7.6621288E+000, 7.6621288E+000, 1.0000000E+000
 5.6000979E+001, 7.7608614E+000, 7.7608614E+000, 1.0000000E+000
