s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0037615E+000, 8.3874281E-002, 8.3874281E-002, 1.0000000E+000
 2.0080455E+000, 8.0211760E-002, 8.0211760E-002, 1.0000000E+000
 3.0017581E+000, 7.6919213E-002, 7.6919213E-002, 1.0000000E+000
 4.0060421E+000, 5.1324977E-002, 5.1324977E-002, 1.0000000E+000
 5.0103261E+000, 4.4882267E-002, 4.4882267E-002, 1.0000000E+000
 6.0037682E+000, 5.5151610E-002, 5.5151610E-002, 1.0000000E+000
 7.0001288E+000, 6.7471118E-002, 6.7471118E-002, 1.0000000E+000
 8.0062929E+000, 9.8335163E-002, 9.8335163E-002, 1.0000000E+000
 9.0063335E+000, 1.1225177E-001, 1.1225177E-001, 1.0000000E+000
 1.0000928E+001, 1.0891704E-001, 1.0891704E-001, 1.0000000E+000
 1.1001044E+001, 1.5386624E-001, 1.5386624E-001, 1.0000000E+000
 1.2002609E+001, 2.4535162E-001, 2.4535162E-001, 1.0000000E+000
 1.3005078E+001, 2.5473076E-001, 2.5473076E-001, 1.0000000E+000
 1.4002218E+001, 2.4833921E-001, 2.4833921E-001, 1.0000000E+000
 1.5003906E+001, 3.2017576E-001, 3.2017576E-001, 1.0000000E+000
 1.6002146E+001, 4.8334257E-001, 4.8334257E-001, 1.0000000E+000
 1.7000581E+001, 6.1259463E-001, 6.1259463E-001, 1.0000000E+000
 1.8002214E+001, 6.9940806E-001, 6.9940806E-001, 1.0000000E+000
 1.9001277E+001, 8.1394981E-001, 8.1394981E-001, 1.0000000E+000
 2.0000916E+001, 9.0144613E-001, 9.0144613E-001, 1.0000000E+000
 2.1000184E+001, 1.0308730E+000, 1.0308730E+000, 1.0000000E+000
 2.2001508E+001, 1.0850473E+000, 1.0850473E+000, 1.0000000E+000
 2.3002416E+001, 1.1837931E+000, 1.1837931E+000, 1.0000000E+000
 2.4001892E+001, 1.3186583E+000, 1.3186583E+000, 1.0000000E+000
 2.5002034E+001, 1.7862665E+000, 1.7862665E+000, 1.0000000E+000
 2.6001902E+001, 1.8968806E+000, 1.8968806E+000, 1.0000000E+000
 2.7003041E+001, 1.8560264E+000, 1.8560264E+000, 1.0000000E+000
 2.8003378E+001, 2.1182017E+000, 2.1182017E+000, 1.0000000E+000
 2.9003196E+001, 2.0868653E+000, 2.0868653E+000, 1.0000000E+000
 3.0002811E+001, 2.0332192E+000, 2.0332192E+000, 1.0000000E+000
 3.1000233E+001, 1.9791684E+000, 1.9791684E+000, 1.0000000E+000
