s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0019830E+000, 8.9978774E-002, 8.9978774E-002, 1.0000000E+000
 2.0167140E+000, 4.8287733E-002, 4.8287733E-002, 1.0000000E+000
 3.0095785E+000, 3.3537132E-002, 3.3537132E-002, 1.0000000E+000
 4.0182352E+000, 2.8082164E-002, 2.8082164E-002, 1.0000000E+000
 5.0050748E+000, 2.6138041E-002, 2.6138041E-002, 1.0000000E+000
 6.0010264E+000, 2.9816275E-002, 2.9816275E-002, 1.0000000E+000
 7.0004143E+000, 3.1671889E-002, 3.1671889E-002, 1.0000000E+000
 8.0044171E+000, 3.7424350E-002, 3.7424350E-002, 1.0000000E+000
 9.0055564E+000, 3.4331050E-002, 3.4331050E-002, 1.0000000E+000
 1.0006065E+001, 2.8414272E-002, 2.8414272E-002, 1.0000000E+000
 1.1005362E+001, 2.6251681E-002, 2.6251681E-002, 1.0000000E+000
 1.2000665E+001, 2.5461066E-002, 2.5461066E-002, 1.0000000E+000
 1.3003352E+001, 4.7598397E-002, 4.7598397E-002, 1.0000000E+000
 1.4001042E+001, 6.4927232E-002, 6.4927232E-002, 1.0000000E+000
 1.5000132E+001, 8.7531135E-002, 8.7531135E-002, 1.0000000E+000
 1.6004356E+001, 1.1130615E-001, 1.1130615E-001, 1.0000000E+000
 1.7003562E+001, 1.3552254E-001, 1.3552254E-001, 1.0000000E+000
 1.8002197E+001, 1.6048821E-001, 1.6048821E-001, 1.0000000E+000
 1.9001742E+001, 1.8461794E-001, 1.8461794E-001, 1.0000000E+000
 2.0001473E+001, 2.1017085E-001, 2.1017085E-001, 1.0000000E+000
 2.1003748E+001, 2.3379042E-001, 2.3379042E-001, 1.0000000E+000
 2.2000808E+001, 2.5983067E-001, 2.5983067E-001, 1.0000000E+000
 2.3002896E+001, 2.8034410E-001, 2.8034410E-001, 1.0000000E+000
 2.4001549E+001, 3.0489648E-001, 3.0489648E-001, 1.0000000E+000
 2.5000769E+001, 3.4857474E-001, 3.4857474E-001, 1.0000000E+000
 2.6002316E+001, 3.8241240E-001, 3.8241240E-001, 1.0000000E+000
 2.7004474E+001, 4.0940309E-001, 4.0940309E-001, 1.0000000E+000
 2.8000544E+001, 4.4095348E-001, 4.4095348E-001, 1.0000000E+000
 2.9002896E+001, 4.6253157E-001, 4.6253157E-001, 1.0000000E+000
 3.0001167E+001, 4.9056241E-001, 4.9056241E-001, 1.0000000E+000
 3.1001368E+001, 5.0761169E-001, 5.0761169E-001, 1.0000000E+000
