s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0025945E+000, 5.3503238E-002, 5.3503238E-002, 1.0000000E+000
 2.0050224E+000, 5.6757066E-002, 5.6757066E-002, 1.0000000E+000
 3.0011450E+000, 5.6800090E-002, 5.6800090E-002, 1.0000000E+000
 4.0069952E+000, 6.7927500E-002, 6.7927500E-002, 1.0000000E+000
 5.0012338E+000, 7.2395926E-002, 7.2395926E-002, 1.0000000E+000
 6.0070467E+000, 5.1761346E-002, 5.1761346E-002, 1.0000000E+000
 7.0046158E+000, 4.5872290E-002, 4.5872290E-002, 1.0000000E+000
 8.0040050E+000, 5.8919348E-002, 5.8919348E-002, 1.0000000E+000
 9.0037152E+000, 1.0042760E-001, 1.0042760E-001, 1.0000000E+000
 1.0005083E+001, 1.1600518E-001, 1.1600518E-001, 1.0000000E+000
 1.1005812E+001, 1.4936118E-001, 1.4936118E-001, 1.0000000E+000
 1.2004247E+001, 1.8597054E-001, 1.8597054E-001, 1.0000000E+000
 1.3003149E+001, 2.2228048E-001, 2.2228048E-001, 1.0000000E+000
 1.4000241E+001, 2.5561496E-001, 2.5561496E-001, 1.0000000E+000
 1.5004065E+001, 2.9632166E-001, 2.9632166E-001, 1.0000000E+000
 1.6002184E+001, 3.2889317E-001, 3.2889317E-001, 1.0000000E+000
 1.7001323E+001, 3.5807701E-001, 3.5807701E-001, 1.0000000E+000
 1.8004150E+001, 3.9533631E-001, 3.9533631E-001, 1.0000000E+000
 1.9005814E+001, 4.2159353E-001, 4.2159353E-001, 1.0000000E+000
 2.0001641E+001, 4.5533195E-001, 4.5533195E-001, 1.0000000E+000
 2.1000247E+001, 4.8739818E-001, 4.8739818E-001, 1.0000000E+000
 2.2000377E+001, 5.1121274E-001, 5.1121274E-001, 1.0000000E+000
 2.3004005E+001, 5.4826055E-001, 5.4826055E-001, 1.0000000E+000
 2.4002294E+001, 5.7223101E-001, 5.7223101E-001, 1.0000000E+000
 2.5003498E+001, 6.0566681E-001, 6.0566681E-001, 1.0000000E+000
 2.6004743E+001, 6.3533948E-001, 6.3533948E-001, 1.0000000E+000
 2.7003319E+001, 6.6043005E-001, 6.6043005E-001, 1.0000000E+000
 2.8000038E+001, 6.9227212E-001, 6.9227212E-001, 1.0000000E+000
 2.9006355E+001, 7.1307140E-001, 7.1307140E-001, 1.0000000E+000
 3.0000625E+001, 7.4669699E-001, 7.4669699E-001, 1.0000000E+000
 3.1002056E+001, 7.6462649E-001, 7.6462649E-001, 1.0000000E+000
