s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0120053E+000, 1.6058613E-001, 1.6058613E-001, 1.0000000E+000
 2.0004102E+000, 7.5187980E-002, 7.5187980E-002, 1.0000000E+000
 3.0083683E+000, 4.3234697E-002, 4.3234697E-002, 1.0000000E+000
 4.0002975E+000, 3.1732892E-002, 3.1732892E-002, 1.0000000E+000
 5.0072008E+000, 2.7449216E-002, 2.7449216E-002, 1.0000000E+000
 6.0023353E+000, 2.5901662E-002, 2.5901662E-002, 1.0000000E+000
 7.0006011E+000, 4.2999731E-002, 4.2999731E-002, 1.0000000E+000
 8.0030754E+000, 6.1759502E-002, 6.1759502E-002, 1.0000000E+000
 9.0042196E+000, 3.8469675E-002, 3.8469675E-002, 1.0000000E+000
 1.0000259E+001, 2.9963188E-002, 2.9963188E-002, 1.0000000E+000
 1.1002286E+001, 2.6817739E-002, 2.6817739E-002, 1.0000000E+000
 1.2001985E+001, 2.5667251E-002, 2.5667251E-002, 1.0000000E+000
 1.3004569E+001, 2.5244207E-002, 2.5244207E-002, 1.0000000E+000
 1.4004571E+001, 3.2476299E-002, 3.2476299E-002, 1.0000000E+000
 1.5006080E+001, 4.2543162E-002, 4.2543162E-002, 1.0000000E+000
 1.6004473E+001, 4.1077927E-002, 4.1077927E-002, 1.0000000E+000
 1.7004087E+001, 3.3819939E-002, 3.3819939E-002, 1.0000000E+000
 1.8000894E+001, 4.3892160E-002, 4.3892160E-002, 1.0000000E+000
 1.9003180E+001, 6.1784009E-002, 6.1784009E-002, 1.0000000E+000
 2.0001322E+001, 7.0141511E-002, 7.0141511E-002, 1.0000000E+000
 2.1002240E+001, 7.3219240E-002, 7.3219240E-002, 1.0000000E+000
 2.2004912E+001, 9.6246476E-002, 9.6246476E-002, 1.0000000E+000
 2.3004205E+001, 1.1444724E-001, 1.1444724E-001, 1.0000000E+000
 2.4002674E+001, 1.4723746E-001, 1.4723746E-001, 1.0000000E+000
 2.5002024E+001, 1.6480876E-001, 1.6480876E-001, 1.0000000E+000
 2.6003135E+001, 2.0199264E-001, 2.0199264E-001, 1.0000000E+000
 2.7001074E+001, 2.1654313E-001, 2.1654313E-001, 1.0000000E+000
 2.8000764E+001, 2.2189691E-001, 2.2189691E-001, 1.0000000E+000
 2.9004222E+001, 2.4980434E-001, 2.4980434E-001, 1.0000000E+000
 3.0003703E+001, 2.6575107E-001, 2.6575107E-001, 1.0000000E+000
 3.1004017E+001, 2.7160831E-001, 2.7160831E-001, 1.0000000E+000
