s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0104069E+000, 4.1625475E-002, 4.1625475E-002, 1.0000000E+000
 2.0075181E+000, 3.1095395E-002, 3.1095395E-002, 1.0000000E+000
 3.0092608E+000, 2.7225187E-002, 2.7225187E-002, 1.0000000E+000
 4.0110036E+000, 2.5812328E-002, 2.5812328E-002, 1.0000000E+000
 5.0042073E+000, 2.5299192E-002, 2.5299192E-002, 1.0000000E+000
 6.0084259E+000, 2.5109010E-002, 2.5109010E-002, 1.0000000E+000
 7.0090065E+000, 2.5039867E-002, 2.5039867E-002, 1.0000000E+000
 8.0094975E+000, 2.5014580E-002, 2.5014580E-002, 1.0000000E+000
 9.0032553E+000, 2.5005373E-002, 2.5005373E-002, 1.0000000E+000
 1.0006103E+001, 2.5001964E-002, 2.5001964E-002, 1.0000000E+000
 1.1005358E+001, 2.5000721E-002, 2.5000721E-002, 1.0000000E+000
 1.2006127E+001, 2.5000264E-002, 2.5000264E-002, 1.0000000E+000
 1.3000648E+001, 5.3755700E-002, 5.3755700E-002, 1.0000000E+000
 1.4005381E+001, 6.7244831E-002, 6.7244831E-002, 1.0000000E+000
 1.5000456E+001, 7.2142614E-002, 7.2142614E-002, 1.0000000E+000
 1.6004321E+001, 7.3956041E-002, 7.3956041E-002, 1.0000000E+000
 1.7005078E+001, 9.9846578E-002, 9.9846578E-002, 1.0000000E+000
 1.8000777E+001, 1.1574074E-001, 1.1574074E-001, 1.0000000E+000
 1.9005319E+001, 1.2162148E-001, 1.2162148E-001, 1.0000000E+000
 2.0000854E+001, 1.2375517E-001, 1.2375517E-001, 1.0000000E+000
 2.1002201E+001, 1.2454398E-001, 1.2454398E-001, 1.0000000E+000
 2.2005783E+001, 1.4791688E-001, 1.4791688E-001, 1.0000000E+000
 2.3000964E+001, 1.6502409E-001, 1.6502409E-001, 1.0000000E+000
 2.4004539E+001, 1.7135417E-001, 1.7135417E-001, 1.0000000E+000
 2.5004467E+001, 1.9408821E-001, 1.9408821E-001, 1.0000000E+000
 2.6001686E+001, 2.1363421E-001, 2.1363421E-001, 1.0000000E+000
 2.7003271E+001, 2.2084023E-001, 2.2084023E-001, 1.0000000E+000
 2.8000217E+001, 2.3345386E-001, 2.3345386E-001, 1.0000000E+000
 2.9004275E+001, 2.5401111E-001, 2.5401111E-001, 1.0000000E+000
 3.0005901E+001, 2.6731775E-001, 2.6731775E-001, 1.0000000E+000
 3.1000625E+001, 2.7216824E-001, 2.7216824E-001, 1.0000000E+000
