s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0150680E+000, 1.5834637E-001, 1.5834637E-001, 1.0000000E+000
 2.0006133E+000, 7.4503520E-002, 7.4503520E-002, 1.0000000E+000
 3.0026141E+000, 4.3102751E-002, 4.3102751E-002, 1.0000000E+000
 4.0024027E+000, 3.1643012E-002, 3.1643012E-002, 1.0000000E+000
 5.0024274E+000, 4.5299328E-002, 4.5299328E-002, 1.0000000E+000
 6.0004331E+000, 5.8876652E-002, 5.8876652E-002, 1.0000000E+000
 7.0008381E+000, 6.5043547E-002, 6.5043547E-002, 1.0000000E+000
 8.0012881E+000, 9.2498417E-002, 9.2498417E-002, 1.0000000E+000
 9.0029613E+000, 1.0324256E-001, 1.0324256E-001, 1.0000000E+000
 1.0004410E+001, 1.3003059E-001, 1.3003059E-001, 1.0000000E+000
 1.1002273E+001, 1.1985594E-001, 1.1985594E-001, 1.0000000E+000
 1.2005001E+001, 1.5394117E-001, 1.5394117E-001, 1.0000000E+000
 1.3001192E+001, 1.3630164E-001, 1.3630164E-001, 1.0000000E+000
 1.4003877E+001, 1.3306259E-001, 1.3306259E-001, 1.0000000E+000
 1.5002021E+001, 1.0100804E-001, 1.0100804E-001, 1.0000000E+000
 1.6003624E+001, 8.6588947E-002, 8.6588947E-002, 1.0000000E+000
 1.7005143E+001, 7.9240556E-002, 7.9240556E-002, 1.0000000E+000
 1.8007073E+001, 7.6716452E-002, 7.6716452E-002, 1.0000000E+000
 1.9001339E+001, 7.2063832E-002, 7.2063832E-002, 1.0000000E+000
 2.0005062E+001, 7.2924602E-002, 7.2924602E-002, 1.0000000E+000
 2.1003308E+001, 7.4238207E-002, 7.4238207E-002, 1.0000000E+000
 2.2007040E+001, 7.6195861E-002, 7.6195861E-002, 1.0000000E+000
 2.3000005E+001, 7.5441253E-002, 7.5441253E-002, 1.0000000E+000
 2.4004144E+001, 7.4100122E-002, 7.4100122E-002, 1.0000000E+000
 2.5003604E+001, 7.0969239E-002, 7.0969239E-002, 1.0000000E+000
 2.6007820E+001, 6.5002795E-002, 6.5002795E-002, 1.0000000E+000
 2.7007827E+001, 6.8666603E-002, 6.8666603E-002, 1.0000000E+000
 2.8004272E+001, 7.2257474E-002, 7.2257474E-002, 1.0000000E+000
 2.9007632E+001, 6.7308786E-002, 6.7308786E-002, 1.0000000E+000
 3.0001023E+001, 6.1530297E-002, 6.1530297E-002, 1.0000000E+000
 3.1001839E+001, 6.1719701E-002, 6.1719701E-002, 1.0000000E+000
